name;addr
Liberty United Methodist Church (Clarksburg);816 Limestone Run Road Clarksburg WV 26301
Calvary United Methodist Church;390 S 22nd Street Clarksburg WV 26301
Christ Clarksburg;1539 West Pike Street Clarksburg WV 26301
North View United Methodist Church;1310 N 19th St CLARKSBURG WV 26301
Starr Bolar United Methodist Church;US-220 & VA-623 49 Poor Farm Road  Hot Springs VA 24445
Clendenin United Methodist Church;121 Koontz Ave Clendenin WV 25045
Bethel United Methodist Church ((Ritchie County);20 Church Street Pullman WV 26421
Bethany United Methodist Church;Goffs Rd Smithville WV 26178
Bridgeport United Methodist Church;251 Worthington Drive Bridgeport WV 26330
Alvon United Methodist Church;9434 Pocahontas Trail White Sulphur Springs WV 24986
King Knob United Methodist Church;WV-16 Smithville WV 26178
Eden United Methodist Church;Eden Church Road Morgantown WV 26406
Mount Union United Methodist Church;123 Third Street Bridgeport WV 26330
Mccurdysville;328 BARTLETT AVE BRIDGEPORT WV 26330
Wesley Chapel;328 BARTLETT AVE BRIDGEPORT WV 26330
Mariah's Chapel United Methodist Church;County Hwy 10 & County Hwy 6 Clemtown Rd & Arden Rd Philippi WV 26416
Blue Grass-Central United Methodist Church;State Rte 640 & State Rte 642 Blue Grass VA 24413
Monterey United Methodist Church;10 East Main St. Monterey VA 24465
Bailey Memorial United Methodist Church;63 Bailey Church Road Rosemont WV 26424
Speed;Speed Rd Spencer WV 25276
Pleasant Creek;Pleasant Creek Road 39.2430521, -80.035357 Philippi WV 26416
James Chapel United Methodist Church;748 Shoe String Trail Crawley WV 24931
Bethel;Munday Road and Brohard Rd SMITHVILLE WV 26178
Flemington United Methodist Church;19 Berry Run Road P.O. Box 452 Flemington WV 26347
Nestorville United Methodist Church;11723 Morgantown Pike Philippi WV 26416
Sam Black;Rt 60 Smoot WV 24977
Soule Chapel;Farmdale Rd SMOOT WV 24977
Gauley Bridge United Methodist Church;WV-16 / WV-39 Gauley Bridge WV 25085
Irons Chapel United Methodist Church;188 Pleasant Run Road Montrose WV 26283
Asbury United Methodist Church;145 Asbury Church Lane Monterey VA 24465
Smithburg United Methodist Church;Old US Route 50  Smithburg WV 26436
Evans Chapel United Methodist Church (Simpson);2554 Simpson Road Simpson WV 26435
St. John's United Methodist Church;335 Church Street Spencer WV 25276
Memorial United Methodist Church;509 Market Street Spencer WV 25276
Sunrise Chapel United Methodist Church;1218 Flint Hollow Rd Crawley WV 24931
North Dry Run United Methodist Church;5962 Snowy Mountain Road Circleville WV 26804
Evergreen United Methodist Church;2097 Big Flint Rd West Union WV 26456
Whitmer United Methodist Church;Main Street Whitmer WV 26296
Emmanuel;311 Church St West Union WV 26456
Cascara United Methodist Church;WV-23 & WV-32 Salem WV 26426
Smith Chapel;1739 Meadowbrook Road BRIDGEPORT WV 26330
Eden United Methodist Church;3740 Switzerland Trail Hot Springs VA 24445
Union Chapel United Methodist Church;162 Brushy Fork Road Montrose WV 26283
Beason United Methodist Church;9560 Pullman Road Pullman WV 26421
Fayetteville United Methodist Church;120 High St Fayetteville WV 25840
New Hope Valley United Methodist Church;106 Stony Run Philippi WV 26416
Job United Methodist Church;3650 Whitmer Rd. Harman WV 26270
Moore United Methodist Church;Moore Station Road and South Haddix Trail Parsons WV 26287
Lamberts Run United Methodist Church;814 Lower Lamberts Run Road Lamberts Run & Lambert Branch Clarksburg WV 26301
Smoot;Smoot Rd SMOOT WV 24977
Calvary United Methodist Church;US Highway 60 Lewisburg WV 24901
Circleville United Methodist Church;WV 28 and CR 28/13 Circleville WV 26804
Zeising United Methodist Church;380 Spelter Road Spelter WV 26438
Green Valley United Methodist Church;State Route 31 Danese WV 25831
Walton Union;7800 Charleston Road Walton WV 25286
Mount Welcome;100 Ambler Ridge Road Walton WV 25286
Burnsville United Methodist Church;9280 Tower Hill Road Williamsville VA 24487
St. Lukes United Methodist Church;320 E Main St Harrisville WV 26362
Virginia Chapel United Methodist Church;81 Wilkinson Ave Hot Springs VA 24445
Danville United Methodist Church (Kasson);520 Kasson Road Philippi WV 26416
Jane's Chapel United Methodist Church;Muddy Creek Rd Lewisburg WV 24901
Eakle Chapel United Methodist Church;Big Draft Road White Sulphur Springs WV 24986
Riverview United Methodist Church;N/A Glen Ferris WV 25090
Gypsy United Methodist Church;US-19 / WV-20 Shinnston WV 26431
Doggett Chapel United Methodist Church;Dempsey Rd & Laurel Creek Rd Fayetteville WV 25840
Emory United Methodist Church;7206 Jackson River Road Hot Springs VA 24445
Whatcoat United Methodist Church;2826 Pocahatas Trail White Sulphur Springs WV 24986
Lumberport United Methodist Church;100 Church St Lumberport WV 26386
Maude Chapel United Methodist Church;Grassy Meadows Road Smoot WV 24977
Mount Morris United Methodist Church;203 Peadittle Road Moatsville WV 26405
First United Methodist Church of Parsons;101 First Street Parsons WV 26287
Emmanuel United Methodist Church;488 Asbury Methodist Church Road Asbury WV 24916
Ashwood United Methodist Church;56 Methodist Lane (at Sam Snead Hwy.) Hot Springs VA 24445
St Johns United Methodist Church;107 River Street Parsons WV 26287
St Pauls United Methodist Church;200 Central Ave Parsons WV 26287
Pleasant Valley United Methodist Church;100 Cabbage Fork Road Spencer WV 25276
Beech Grove United Methodist Church;WV Route 14 Reedy WV 25270
Beech Grove United Methodist Church;3182 Parkersburg Road Reedy WV 25270
Pruntytown United Methodist Church;US-50 & US-250 Grafton WV 26354
Wesley Chapel United Methodist Church;103 Wesley Chapel Rd Grafton WV 26354
Pennsboro United Methodist Church;601 Main Street Pennsboro WV 26415
Hambleton United Methodist Church;78 5th Street 5th Street and Hendricks Hill Road Hambleton WV 26269
John Wesley United Methodist Church;208 Foster St Lewisburg WV 24901
Lewisburg United Methodist Church;1133 Washington Street East Lewisburg WV 24901
Boomer United Methodist Church;2764 Midland Trail Road Boomer WV 25031
Montgomery United Methodist Church;319 5TH AVE MONTGOMERY WV 25136
Hendricks United Methodist Church;Charles Street and 2nd Street Hendricks WV 26271
Meadow Bridge United Methodist Church;343 Meadow Bridge Road Meadow Bridge WV 25976
Harvey Chapel;Salem Rd Oak Hill WV 25901
McDowell United Methodist Church;8988 Highland Turnpike Mc Dowell VA 24458
Fletcher Chapel United Methodist Church;4619 Johnson Creek Road Covington VA 24426
Hoke Chapel;4619 JOHNSON CRK RD COVINGTON VA 24426
McKendree United Methodist Church;179 Church Hill Road Mc Dowell VA 24458
Shinnston First United Methodist Church;64 Rebecca Street Shinnston WV 26431
Riverton United Methodist Church;Riverton Rd & Germany Valley Rd Riverton WV 26814
Joetown;442 HOOD AVE SHINNSTON WV 26431
Doe Hill United Methodist Church;7614 Doe Hill Road Doe Hill VA 24433
Judith Ann Flynn;Knottsville & Millerville Thornton WV 26440
Davisson Chapel United Methodist Church;4840 State Park Road (CR 8/8) Cairo WV 26337
Warren United Methodist Church;315 Thayer Street Grafton WV 26354
Valley Chapel United Methodist Church;Germany Valley Road Riverton WV 26814
Totten Chapel United Methodist Church;4300 Black Thorn Road Sugar Grove WV 26815
Wallace United Methodist Church;69 Middlebourne Street Wallace WV 26448
Otterbein United Methodist Church;800 Clark Street Shinnston WV 26431
Wilson Memorial United Methodist Church;US Hwy 50 Palestine WV 26160
Emmanuel United Methodist Church;136 Tressel Street White Sulphur Springs WV 24986
Trinity United Methodist Church - Grafton;320 Dewey Avenue Grafton WV 26354
Reddy United Methodist Church;Main St Reedy WV 25270
St George United Methodist Church;45 Minear Run Parsons WV 26287
Cairo United Methodist Church;197 Main Street Cairo WV 26337
Fetterman United Methodist Church;US-50 & US-310 Grafton WV 26354
Charge Callaghan United Methodist Church;4619 Johnson Creek Road Covington VA 24426
Boothsville United Methodist Church;Co Hwy 73/10 & Co Hwy 73/7 Fairmont WV 26554
Jarrett Memorial;19 JARRETT ST ELKVIEW WV 25071
Janes Memorial United Methodist Church;US Highway 250 Fairmont WV 26554
Church of the Good Shepherd: A United Methodist Congregation;3025 Lucas Dairy Road Grafton WV 26354
Mount Pleasant United Methodist Church;107 Mt Pleasant Dr Covington VA 24426
Blueville United Methodist Church;210 Blueville Drive Grafton WV 26354
Mount Tabor United Methodist Church;4 CHURCH RD ELKVIEW WV 25071
Oak Hill United Methodist Church;250 Main St Oak Hill WV 25901
Sinclair United Methodist Church;WV-74 / Sinclair Colebank Moatsville WV 26405
Lockbridge United Methodist Church;Co Route 1 / Meadow Bridge WV 25976
Mt Pleasant;Eby Rd & Millerville Thornton WV 26440
Enterprise United Methodist Church;152 High Street Enterprise WV 26568
Shirley United Methodist Church;Route 23 Shirley WV 26434
Burning Springs;RR 1 BOX 254 CAIRO WV 26337
Aplin;1189 JONES RIDGE RD GANDEEVILLE WV 25243
Siniaville;1189 JONES RIDGE RD GANDEEVILLE WV 25243
Eslar Chapel United Methodist Church;Co Hwy 4/4 /L Branch Big Elk Enterprise WV 26568
Eldora United Methodist Church;23 Sapps Run Road Fairmont WV 26554
Wince Chapel United Methodist Church;WV-16 Ellenboro WV 26346
Macedonia United Methodist Church;10382 Cheat Valley Highway Parsons WV 26287
Powellton United Methodist Church;County Route 61/24 Armstrong Creek Rd Powellton WV 25161
New Home United Methodist Church;WV Route 14 Palestine WV 26160
Seneca United Methodist Church;US-33 /Brushy Run Road Seneca Rocks WV 26884
Main Street United Methodist Church;231 East Main St. Ronceverte WV 24970
Thornton;Iron Town Rd & US-50 Thornton WV 26440
Frankford Methodist;Rt 219 Frankford WV 24938
Flanagan Hill United Methodist Church;Dry Fork Road (SH 72) DAVIS WV 26260
Trinity United Methodist Church;373 Pocahontas Ave Ronceverte WV 24970
Harvey United Methodist Church;METHODIST LOOP ROAD OAK HILL WV 25901
Glasgow United Methodist Church;216 5th Avenue Glasgow WV 25086
Green Valley United Methodist Church;2617 Green Valley Rd Rowlesburg WV 26425
Scarbro United Methodist Church;WV-16 Scarbro WV 25917
Grace United Methodist Church;4043 Fort Spring Pike Fort Spring WV 24936
East Bank United Methodist Church;Elm Street East Bank WV 25067
Reeds Creek United Methodist Church;7687 Reeds Creek Road Franklin WV 26807
High Rock United Methodist Church;Harper’s Gap Road (Germany Valley Road) Seneca Rocks WV 26884
Evansville United Methodist Church;US Highway 50 Montrose WV 26283
Mt. Olivet United Methodist Church;WV-16 Ellenboro WV 26346
Alleghany United Methodist Church;5115 Kanawha Trail Covington VA 24426
Elizabeth United Methodist Church;Juliana Street & Court St 458 Juliana Street Elizabeth WV 26143
Alvy United Methodist Church;Route 13 / Indian Creek Road Alvy WV 26322
Mount Vernon United Methodist Church;Rt. 1 Box 320 Sinks Grove WV 24976
Victory;INDIAN CREEK RD ALMA WV 26320
Mount Carmel United Methodist Church;1200 Alleghany Avenue Covington VA 24426
Haymond United Methodist Church;US Route 119 North Grafton WV 26354
Ballah Chapel;186 MUNDELL FERRY RD FAIRMONT WV 26554
Kingmont United Methodist Church;2370 Kingmont Road Fairmont WV 26554
Mount Israel United Methodist Church;4189 Marquess Road Tunnelton WV 26444
Walnut Street United Methodist Church;88 Walnut St. Franklin WV 26807
Franklin United Methodist Church;162 N. Main Street Franklin WV 26807
Nutter Farm United Methodist Church;10446 Glendale Road (CR 50/34) Cairo WV 26337
Fellowsville;4387 George Washington Hwy Tunnelton WV 26444
Alma Ripley Chapel;County Rd 58 & State Hwy 18 Alma WV 26320
Teverbaugh Chapel United Methodist Church;CR 4/4 & CR 44/4 FOUR STATES WV 26572
Granbery Memorial United Methodist Church;425 West Main Street Covington VA 24426
Johnson Memorial United Methodist Church;104 North Monroe Street Alderson WV 24910
Coalfork United Methodist Church;451 Campbells Creek Drive Charleston WV 25306
Center Valley United Methodist Church;Full Fork & Showalter Palestine WV 26160
Christ United Methodist Church Covington;200 E Fudge St Covington VA 24426
Flag Run Chapel United Methodist Church;2269 Birch Root Road Rowlesburg WV 26425
Elizabeth Chapel United Methodist Church;WV-62 / Hokes Mill Road Ronceverte WV 24970
Etam Chapel United Methodist Church;35 Bluebird Drive Rowlesburg WV 26425
Francis Asbury United Methodist Church;10622 Sugar Grove Road Sugar Grove WV 26815
Bethel United Methodist Church;Route 14 & Barcutt Road Elizabeth WV 26143
Liverpool United Methodist Church;3486 Liverpool Road Le Roy WV 25252
Valley Chapel United Methodist Church;1511 Pleasant Valley Fairmont WV 26554
Benton's Ferry United Methodist Church;1126 Serene Drive Fairmont WV 26554
LIFE United Methodist Church;1564 Mary Lou Retton Dr Fairmont WV 26554
Carolina United Methodist Church;3rd St & Main St Carolina WV 26563
Mt. Sarah United Methodist Church;410 Sinclair Ridge Road Rowlesburg WV 26425
Buena Chapel United Methodist Church;5190 Appalachian Hwy SR 32 and Freeland Road Davis WV 26260
Lizemore;313 MADISON ST MOUNT HOPE WV 25880
First Congregational Church of Christ and Puffer United Methodist Chur;85 Upper Main Street Morrisville VT 05661
Elmore United Methodist Church;1081 VT-12 East Montpelier VT 05651
Wolcott United Methodist Church;4023 Vermont Route 15 Wolcott VT 05680
United Church;20 S Main St Hardwick VT 05843
Woodbury United Methodist Church;Vermont Route 14 Woodbury VT 05681
Waterbury Ctr. Community Church;Waterbury Stowe Road Waterbury Center VT 05677
Worcester United Methodist Church;35 Worcester Village Rd Worcester VT 05682
Waterville Union Church;37 Church Street Waterville VT 05492
Albany United Methodist Church;Rt 14 Albany VT 05820
Greensboro Bend United Methodist Church;813 Main Street Greensboro Bend VT 05842
Adamant United Methodist Church;Haggett Road Adamant VT 05640
United Church of Cabot;2 Common Way Cabot VT 05647
Wesley United Methodist Church;56 South Main St Waterbury VT 05676
United Church of Underhill;7 Park Street Underhill VT 05489
Marshfield United Church;1516 US Rte 2 Marshfield VT 05658
United Church of Bakersfield and Fairfield;VT-36 & VT-108 Bakersfield VT 05441
Walden United Methodist Church;109 Noyestar Road West Danville VT 05873
Middlesex United Methodist Church;10 Church St Montpelier VT 05602
Trinity United Methodist Church;137 Main Street Montpelier VT 05602
Grace United Methodist Church;13 Mill Street Plainfield VT 05667
Jericho United Methodist Church;71 Vermont Route 15 Jericho VT 05465
West Danville United Methodist Church;84 VT Route 15 PO Box 221 West Danville VT 05873
United Church of Fairfax;8 Fletcher RD Fairfax VT 05454
Binghamville United Methodist Church;35 School Rd Cambridge VT 05444
Barton United Church;15 Glover St Barton VT 05822
