,name,addr,lat,lon
808,Harris Creek Community Church,Baltimore,MD,39.290882,-76.610759
809,Harvest Fellowship,Lusby,MD,38.410358,-76.454626
810,Harvest Presbyterian Church,Clarksville,MD,39.206545,-76.942918
811,Hope Chapel,Lutherville,MD,39.421218,-76.626081
812,Hunt Valley Church,Hunt Valley,MD,39.492261,-76.658953
813,Inverness Presbyterian Church,Dundalk,MD,39.257411,-76.523675
814,Liberty Church, PCA,Owings Mills,MD,39.410542,-76.791696
815,Living Hope Presbyterian Church,Havre de Grace,MD,39.548996,-76.091472
816,Loch Raven Presbyterian Church,Parkville,MD,39.377329,-76.539688
817,Mosaic Community Church,Silver Spring,MD,38.995946,-77.027623
818,Mount Airy Presbyterian Church,Mount Airy,MD,39.376215,-77.154704
819,New Covenant Presbyterian Church,Abingdon,MD,39.462331,-76.279124
820,New Song Community Church,Baltimore,MD,39.290882,-76.610759
821,Pasadena Evangelical Presbyterian Church,Pasadena,MD,39.136186,-76.549084
822,Port Towns Church,Bladensburg,MD,38.9393,-76.933798
823,Providence Presbyterian Church,Salisbury,MD,38.366027,-75.600996
824,Redeemer Presbyterian Church,Kingsville,MD,39.448792,-76.417968
825,Reformed Presbyterian Church of Bowie,Bowie,MD,38.942446,-76.730172
826,River's Edge Community Church,Oella,MD,39.274125,-76.786667
827,Rosebrook Presbyterian Church,Rockville,MD,39.081799,-77.151684
828,Safe Harbor Presbyterian Church,Stevensville,MD,38.980596,-76.314442
829,Seongdo Korean Presbyterian Church,Derwood,MD,39.11733,-77.161092
830,Severn Run Evangelical Presbyterian Church,Millersville,MD,39.059554,-76.648022
831,Severna Park Evangelical Presbyterian Church,Pasadena,MD,39.136186,-76.549084
832,Shady Grove Presbyterian Church,Derwood,MD,39.11733,-77.161092
833,Shore Harvest Presbyterian Church,Easton,MD,38.774495,-76.076307
834,Timonium Presbyterian Church,Timonium,MD,39.436844,-76.618704
835,Trinity Presbyterian Church,Gambrills,MD,39.067054,-76.665245
836,Valley Presbyterian Church,Lutherville,MD,39.421218,-76.626081
837,Wallace Presbyterian Church,College Park,MD,38.980666,-76.936919
838,WCI Presbyterian Church,Cumberland,MD,39.65265,-78.762383
839,Christ the Redeemer Presbyterian Church,Portland,ME,43.661028,-70.25486
840,Free Grace Presbyterian Church,Lewiston,ME,44.100351,-70.214776
841,Christ Church,Grand Rapids,MI,42.963241,-85.667864
842,Christ Church Ann Arbor,Ann Arbor,MI,42.268157,-83.731229
843,Christ the King PCA,Hastings,MI,52.0548365,-0.8429199
844,Covenant Presbyterian Church,Holland,MI,42.787602,-86.109083
845,Faith Presbyterian Church,Grandville,MI,42.909598,-85.763096
846,First Presbyterian Church,Bad Axe,MI,43.801959,-83.000777
847,Good Shepherd Presbyterian PCA,Kalamazoo,MI,42.291707,-85.587229
848,Gracehill Church,Grand Rapids,MI,42.963241,-85.667864
849,Knox Presbyterian Church,Harrison Township,MI,42.570761,-82.845772
850,Korean Presbyterian Church of Ann Arbor,Ann Arbor,MI,42.268157,-83.731229
851,New City Presbyterian Church,Ferndale,MI,52.0343906,-0.7361525
852,Pathway Community Church,Brighton,MI,42.562222,-83.730556
853,Redeemer Presbyterian Church,Holland,MI,42.787602,-86.109083
854,Redeemer Presbyterian Church,Traverse City,MI,44.760644,-85.61653
855,Redeemer Presbyterian Church Detroit,Detroit,MI,42.331551,-83.04664
856,Trinity Church PCA,Hudsonville,MI,42.870889,-85.865235
857,Tyrone Covenant Presbyterian Church,Fenton,MI,42.797806,-83.70495
858,University Reformed Church,East Lansing,MI,42.732031,-84.472168
859,Christ Church,Mankato,MN,44.163466,-93.999351
860,CityLife Church,St. Paul,MN,44.949749,-93.093103
861,Federal Correction Institution Sandstone,Sandstone,MN,46.13106,-92.867423
862,First Presbyterian Church,Hinckley,MN,46.011341,-92.944371
863,Good Shepherd Presbyterian Church,Minnetonka,MN,44.940509,-93.463894
864,Grace Covenant Church,Bloomington,MN,44.832241,-93.320487
865,Grace Presbyterian Church,Duluth,MN,46.772932,-92.125122
866,Trinity Presbyterian Church,Rochester,MN,44.023439,-92.463018
867,All Souls Church of St. Louis,St. Louis,MO,38.626426,-90.199585
868,Calvary Presbyterian Church,St. Robere,MO,37.814074,-92.137508
869,Chesterfield Presbyterian Church,Chesterfield,MO,55.752496,37.58938
870,Christ the King Presbyterian Church,Joplin,MO,37.08418,-94.51323
871,Christ the Redeemer,Lees Summit,MO,38.910716,-94.38213
872,Covenant Presbyterian Church,St. Louis,MO,38.626426,-90.199585
873,Crossroads Presbyterian Fellowship,Maplewood,MO,38.612552,-90.32456
874,First Korean Presbyterian Church of Springfield,Nixa,MO,37.043936,-93.309853
875,First Korean Presbyterian Church of St. Louis,St. Ann,MO,38.727274,-90.383172
876,Good Shepherd Presbyterian Church,St. Louis,MO,38.626426,-90.199585
877,Grace & Peace Fellowship,St. Louis,MO,38.626426,-90.199585
878,Grace Presbyterian Church,St. Charles,MO,38.794625,-90.519829
879,Grace Presbyterian Fellowship,Farmington,MO,37.780304,-90.422637
880,Heritage Presbyterian Church,Eureka,MO,38.502554,-90.627904
881,Kirk of the Hills Presbyterian Church,St. Louis,MO,38.626426,-90.199585
882,Korean First Presbyterian Church of Columbia,Columbia,MO,55.619517,37.506776
883,Korean Presbyterian Church of St. Louis,St. Louis,MO,38.626426,-90.199585
884,Memorial Presbyterian Church,St. Louis,MO,38.626426,-90.199585
885,Midtown Church,St. Louis,MO,38.626426,-90.199585
886,Midtown Presbyterian Church,Columbia,MO,55.619517,37.506776
887,New City Fellowship,S. Louis,MO,48.716078,7.188416
888,New City South,St. Louis,MO,38.626426,-90.199585
889,New City West End,St. Louis,MO,38.626426,-90.199585
890,New Creation Presbyterian Church,Wentzville,MO,38.824414,-90.868312
891,New Life Presbyterian Church,St. Louis,MO,38.626426,-90.199585
892,New Port Presbyterian Church,Washington,MO,38.558107,-91.012088
893,Old Orchard Church,Webster Groves,MO,38.592339,-90.356433
894,Providence Reformed Presbyterian Church,St. Louis,MO,38.626426,-90.199585
895,Redeemer Presbyterian Church,Columbia,MO,55.619517,37.506776
896,Redeeming Grace Fellowship,Owensville,MO,38.345602,-91.501549
897,Restoration Community Church,St. Louis,MO,38.626426,-90.199585
898,South City Church,St. Louis,MO,38.626426,-90.199585
899,Spring Hills Presbyterian Church,Byrnes Mill,MO,38.437832,-90.581792
900,Trinity Presbyterian Church,Kirkwood,MO,38.580071,-90.406918
901,Trinity Presbyterian Church,Union,MO,-34.880236362,-56.137687862
902,True Community Fellowship,Kirksville,MO,40.194885,-92.583394
903,Twin Oaks Presbyterian Church,Ballwin,MO,38.593603,-90.538555
904,Bailey Presbyterian Church,Bailey,MS,32.467641,-88.722824
905,Bay Springs Presbyterian Church,Bay Springs,MS,31.979043,-89.287284
906,Bay Street Presbyterian Church,Hattiesburg,MS,31.327119,-89.290339
907,Bethesda Presbyterian Church,Edwards,MS,32.330147,-90.605655
908,Blackmonton Presbyterian Church,Vaiden,MS,33.33207,-89.741193
909,Brandon Presbyterian Church,Brandon,MS,32.273148,-89.986806
910,Calvary Presbyterian Church,Mize,MS,31.868493,-89.555902
911,Carolina Presbyterian Church,Madden,MS,32.679025,-89.348122
912,Carrollton Presbyterian Church,Carrollton,MS,33.508177,-89.920361
913,Carthage Presbyterian Church,Carthage,MS,32.732636,-89.536183
914,Christ Covenant Church,Hernando,MS,34.823952,-89.993702
915,Christ Fellowship,Horn Lake,MS,34.955372,-90.034814
916,Christ Presbyterian Church at Olive Branch,Olive Branch,MS,34.961761,-89.829532
917,Christ Presbyterian Church at Oxford,Oxford,MS,34.366377,-89.518766
918,College Hill Presbyterian Church,Oxford,MS,34.366377,-89.518766
919,Collins Presbyterian Church,Collins,MS,31.644616,-89.555986
920,Columbia Presbyterian Church,Columbia,MS,31.251844,-89.83758
921,Covenant Presbyterian Church,Laurel,MS,31.694051,-89.130612
922,Covenant Presbyterian Church at Cleveland,Cleveland,MS,33.744002,-90.724819
923,Covenant Presbyterian Church at Greenville,Greenville,MS,33.400063,-91.055131
924,Crosstown Fellowship Church,Cleveland,MS,33.744002,-90.724819
925,DeKalb Presbyterian Church,DeKalb,MS,33.43076,-88.76422
926,Edwards Presbyterian Church,Edwards,MS,32.330147,-90.605655
927,Faith Presbyterian Church,Aberdeen,MS,33.825114,-88.543655
928,Faith Presbyterian Church,Brookhaven,MS,31.579059,-90.440651
929,First Korean Presbyterian Mission,Biloxi,MS,30.396032,-88.885365
930,First Presbyterian Church,Biloxi,MS,30.396032,-88.885365
931,First Presbyterian Church,Madison,MS,32.461809,-90.115364
932,First Presbyterian Church,Yazoo City,MS,32.855097,-90.405647
933,First Presbyterian Church,Louisville,MS,33.123738,-89.055062
934,First Presbyterian Church,Gulfport,MS,30.36742,-89.092816
935,First Presbyterian Church,Lexington,MS,33.113183,-90.053141
936,First Presbyterian Church,Hazlehurst,MS,31.860438,-90.395926
937,First Presbyterian Church,Jackson,MS,32.299002,-90.184769
938,First Presbyterian Church,Taylorsville,MS,31.829604,-89.428121
939,First Presbyterian Church,Crystal Springs,MS,31.988155,-90.357019
940,First Presbyterian Church,Kosciusko,MS,33.05763,-89.587576
941,First Presbyterian Church,Union,MS,32.571527,-89.121448
942,First Presbyterian Church,Woodville,MS,31.104619,-91.299555
943,First Presbyterian Church,Hattiesburg,MS,31.327119,-89.290339
944,First Presbyterian Church,Belzoni,MS,33.184291,-90.489256
945,First Presbyterian Church,Philadelphia,MS,32.770384,-89.115349
946,First Presbyterian Church,Picayune,MS,30.525469,-89.679508
947,First Presbyterian Church at Charleston,Charleston,MS,32.822474,-79.992401
948,First Presbyterian Church at Clarksdale,Clarksdale,MS,34.200648,-90.570207
949,First Presbyterian Church at Indianola,Indianola,MS,33.450951,-90.655092
950,First Presbyterian Church at Water Valley,Water Valley,MS,34.151499,-89.631474
951,First Presbyterian Church at Winona,Winona,MS,33.482068,-89.728137
952,Forest Grove Presbyterian Church,Carthage,MS,32.732636,-89.536183
953,Forest Presbyterian Church,Forest,MS,32.364589,-89.474235
954,Geneva Presbyterian Church,Matherville,MS,31.877376,-88.568923
955,Grace Presbyterian Church,Jackson,MS,32.299002,-90.184769
956,Grace Presbyterian Church,Grenada,MS,33.769005,-89.808419
957,Grace Presbyterian Church at Starkville,Starkville,MS,33.4504,-88.818387
958,Heidelberg Presbyterian Church,Heidelberg,MS,31.886822,-88.983942
959,Highlands Presbyterian Church,Ridgeland,MS,32.428476,-90.132309
960,Hope Presbyterian Church,Ocean Springs,MS,30.41129,-88.827917
961,Hopewell Presbyterian Church,Mount Olive,MS,31.761274,-89.655072
962,Houston Presbyterian Church,Houston,MS,33.898446,-88.999227
963,Itta Bena-Morgan City Presbyterian Church,Morgan City,MS,33.380677,-90.350363
964,Korean American Church of Jackson,Raymond,MS,32.259278,-90.422595
965,Lakeland Presbyterian Church,Flowood,MS,32.309274,-90.138908
966,Lauderdale Presbyterian Church,Lauderdale,MS,32.520694,-88.511705
967,Lawndale Presbyterian Church,Tupelo,MS,34.257607,-88.703386
968,Leakesville Presbyterian Church,Leakesville,MS,31.155737,-88.557799
969,Lebanon Presbyterian Church,Learned,MS,32.196817,-90.54732
970,Macon Presbyterian Church,Macon,MS,33.105404,-88.560877
971,Madison Heights Church,Madison,MS,32.461809,-90.115364
972,Magee Presbyterian Church,Magee,MS,31.873771,-89.733685
973,Main Street Presbyterian Church,Columbus,MS,33.495674,-88.427263
974,Maple Drive Presbyterian Church,Pontotoc,MS,34.247883,-88.998673
975,Marks Presbyterian Church,Marks,MS,34.2565,-90.272038
976,McDonald Presbyterian Church,Collins,MS,31.644616,-89.555986
977,Meadville Presbyterian Church,Meadville,MS,31.472393,-90.896768
978,Moss Point Presbyterian Church,Moss Point,MS,30.411588,-88.53446
979,Mount Carmel Presbyterian Church,Bailey,MS,32.467641,-88.722824
980,Mount Olive Presbyterian Church,Mount Olive,MS,31.761274,-89.655072
981,New Augusta Presbyterian Church,New Augusta,MS,31.202403,-89.034774
982,New Covenant Presbyterian Church,Summit,MS,31.283787,-90.468432
983,New Covenant Presbyterian Church,Natchez,MS,31.560408,-91.403171
984,Newton Presbyterian Church,Newton,MS,32.321255,-89.163393
985,Northpointe Presbyterian Church,Meridian,MS,32.36431,-88.703656
986,Old Lebanon Presbyterian Church,Ackerman,MS,33.310124,-89.172843
987,Oldenburg Presbyterian Church,Roxie,MS,31.504613,-91.068993
988,Pear Orchard Presbyterian Church,Ridgeland,MS,32.428476,-90.132309
989,Pearl Presbyterian Church,Pearl,MS,32.274587,-90.132031
990,Petal Presbyterian Church,Petal,MS,31.346563,-89.260061
991,Philadelphus Presbyterian Church,Waynesboro,MS,31.674736,-88.645955
992,Pickens Presbyterian Church,Pickens,MS,32.883743,-89.971473
993,Pine Ridge Presbyterian Church,Natchez,MS,31.560408,-91.403171
994,Pinehaven Presbyterian Church,Clinton,MS,32.341534,-90.321759
995,Pleasant Springs Presbyterian Church,DeKalb,MS,33.43076,-88.76422
996,Prentiss Presbyterian Church,Prentiss,MS,31.598501,-89.867023
997,Providence Presbyterian Church,Clinton,MS,32.341534,-90.321759
998,Raymond Presbyterian Church,Raymond,MS,32.259278,-90.422595
999,Redeemer Church in Saltillo,Saltillo,MS,34.37659,-88.684461
1000,Redeemer Church, PCA,Jackson,MS,32.299002,-90.184769
1001,Sardis Presbyterian Church,Sardis,MS,34.437051,-89.915923
1002,Scooba Presbyterian Church,Scooba,MS,32.829058,-88.47674
1003,Second Presbyterian Church,Yazoo City,MS,32.855097,-90.405647
1004,Sharon Presbyterian Church,Magee,MS,31.873771,-89.733685
1005,Shiloh Presbyterian Church,Pickens,MS,32.883743,-89.971473
1006,Shongalo Presbyterian Church,Vaiden,MS,33.33207,-89.741193
1007,Spout Springs Presbyterian Church,Ripley,MS,34.729818,-88.950618
1008,Starkville Korean Church,Starkville,MS,33.4504,-88.818387
1009,Tchula Presbyterian Church,Tchula,MS,33.182903,-90.222863
1010,Thomson Memorial Presbyterian Church,Centreville,MS,31.08962,-91.068438
1011,Trinity Presbyterian Church,Jackson,MS,32.299002,-90.184769
1012,Trinity Presbyterian Church,Corinth,MS,34.93436,-88.522335
1013,Union Church Presbyterian Church,Union Church,MS,31.682944,-90.787601
1014,United Presbyterian Church,Sandersville,MS,31.786548,-89.032276
1015,Waynesboro Presbyterian Church,Waynesboro,MS,31.674736,-88.645955
1016,Westminster Presbyterian Church,Greenwood,MS,33.516232,-90.179528
1017,Westminster Presbyterian Church,Vicksburg,MS,32.352806,-90.877734
1018,Woodland Presbyterian Church,Hattiesburg,MS,31.327119,-89.290339
1019,Wynndale Presbyterian Church, PCA,Byram,MS,32.179316,-90.245367
1020,All Souls Missoula,Missoula,MT,46.870105,-113.995267
1021,Church of the Cross,Whitefish,MT,48.410802,-114.334624
1022,Faith Covenant Presbyterian Church,Kalispell,MT,48.202158,-114.315321
1023,Great Plains Gathering,Billings,MT,45.787496,-108.49607
1024,Rocky Mountain Community Church,Billings,MT,45.787496,-108.49607
1025,Trinity Church PCA,Bozeman,MT,45.679429,-111.044047
1026,Covenant Reformed Presbyterian Church,Miramichi,NB,47.004167,-65.466667
1027,Douglastown Community Church,Miramichi,NB,47.004167,-65.466667
1028,All Nations Presbyterian Mission Church,Charlotte,NC,35.227209,-80.843083
1029,Andrews Presbyterian Church,Andrews,NC,35.20175,-83.824068
1030,Antioch Presbyterian Church,Goldsboro,NC,35.384884,-77.992765
1031,Arden Presbyterian Church,Arden,NC,35.466182,-82.516424
1032,Back Creek Presbyterian Church,Mount Ulla,NC,35.658473,-80.726736
1033,Calvary Presbyterian Church,Raleigh,NC,35.780398,-78.639099
1034,Carolina Presbyterian Church,Locust,NC,35.259866,-80.425343
1035,Charlotte Presbyterian Church,Charlotte,NC,35.227209,-80.843083
1036,Christ Central Church,Charlotte,NC,35.227209,-80.843083
1037,Christ Central Durham,Durham,NC,35.996653,-78.901805
1038,Christ Church,Clayton,NC,35.650711,-78.456391
1039,Christ Church at River's Edge,Belmont,NC,35.243827,-81.037732
1040,Christ Church Dunn,Dunn,NC,35.306274,-78.608903
1041,Christ Church Greensboro,Greensboro,NC,36.072636,-79.791975
1042,Christ Church Sanford,Sanford,NC,35.479876,-79.180299
1043,Christ Community Church,Chapel Hill,NC,35.913154,-79.05578
1044,Christ Covenant Church,Matthews,NC,35.115953,-80.722439
1045,Christ Our Hope Church,Wake Forest,NC,35.980314,-78.510373
1046,Christ Presbyterian Church,Greenville,NC,35.613224,-77.372459
1047,Christ the King Church,Wilmington,NC,34.225728,-77.944711
1048,Christ The King Presbyterian Church,Raleigh,NC,35.780398,-78.639099
1049,Church of the Good Shepherd,Durham,NC,35.996653,-78.901805
1050,Church of the Redeemer,Indian Trail,NC,35.076814,-80.669235
1051,Cornerstone Presbyterian Church,Brevard,NC,35.233447,-82.734292
1052,Covenant Grace Church,Greensboro,NC,36.072636,-79.791975
1053,Covenant Presbyterian Church,Hendersonville,NC,35.318728,-82.460953
1054,Covenant Presbyterian Church,Waynesville,NC,35.488748,-82.988873
1055,Covenant Reformed Presbyterian Church,Asheville,NC,35.60095,-82.554016
1056,Cross Covenant Chinese Church,Matthews,NC,35.115953,-80.722439
1057,Cross Creek Presbyterian Church,Fayetteville,NC,35.052576,-78.878292
1058,Cross Park Church,Charlotte,NC,35.227209,-80.843083
1059,CrossPoint Community Church,Boone,NC,36.216536,-81.674616
1060,East Charlotte Presbyterian Church,Charlotte,NC,35.227209,-80.843083
1061,Emmanuel Presbyterian Church,Franklin,NC,35.182317,-83.381543
1062,Fairview Christian Fellowship,Fairview,NC,36.078181,-79.110215
1063,Faith Presbyterian Church,Morganton,NC,35.745429,-81.687084
1064,Fellowship Presbyterian Church,Newland,NC,36.087348,-81.927336
1065,First Presbyterian Church,Weaverville,NC,35.696724,-82.560363
1066,First Presbyterian Church,Ellerbe,NC,35.071261,-79.76144
1067,First Presbyterian Church,Stanley,NC,35.359026,-81.097021
1068,Frank Presbyterian Church,Newland,NC,36.087348,-81.927336
1069,Friendly Hills Church PCA,Greensboro,NC,36.072636,-79.791975
1070,Friendship Presbyterian Church,Black Mountain,NC,35.622348,-82.324175
1071,Goshen Presbyterian Church,Belmont,NC,35.243827,-81.037732
1072,Grace & Peace Presbyterian Church,Asheville,NC,35.60095,-82.554016
1073,Grace Blue Ridge,Hendersonville,NC,35.318728,-82.460953
1074,Grace Church,Harrisburg,NC,35.32583,-80.645498
1075,Grace Covenant Church,Hickory,NC,35.733331,-81.344292
1076,Grace Foothills,Tryon,NC,35.20817,-82.238448
1077,Grace Highlands Presbyterian Church ,Vilas,NC,36.245683,-81.76761
1078,Grace Mills River,Mills River,NC,35.388448,-82.566789
1079,Grace Presbyterian Church,Kernersville,NC,36.119859,-80.073653
1080,Grace Presbyterian Church,Fuquay-Varina,NC,35.584385,-78.799869
1081,Grace Presbyterian Church,Waxhaw,NC,34.924813,-80.744017
1082,Harbor Church PCA,Mooresville,NC,35.58486,-80.810072
1083,Harbor Presbyterian Church,Elizabeth City,NC,36.295684,-76.22477
1084,Harvest Presbyterian Church,Jacksonville,NC,34.749475,-77.420822
1085,Harvest Presbyterian Church,Lincolnton,NC,35.473745,-81.254525
1086,Hazelwood Presbyterian Church,Waynesville,NC,35.488748,-82.988873
1087,Hope Community Church,Charlotte,NC,35.227209,-80.843083
1088,Hope Presbyterian Church,Winston-Salem,NC,36.099813,-80.244052
1089,Lake Tillery Church,Troy,NC,35.358474,-79.89449
1090,Lakeshore Church,Denver,NC,35.531245,-81.029799
1091,Malvern Hills Presbyterian Church,Asheville,NC,35.60095,-82.554016
1092,Meadowview Reformed Presbyterian Church,Lexington,NC,35.824027,-80.253384
1093,Midtown Community Church,Raleigh,NC,35.780398,-78.639099
1094,Missio Church,Durham,NC,35.996653,-78.901805
1095,Mount Carmel Presbyterian Church,Ellerbe,NC,35.071261,-79.76144
1096,New Hope Presbyterian Church,Clemmons,NC,36.021526,-80.381998
1097,New Hope Presbyterian Church,China Grove,NC,35.569306,-80.581732
1098,New Life Community Church,Fayetteville,NC,35.052576,-78.878292
1099,Norman Presbyterian Church,Norman,NC,35.189813,-80.80534
1100,NorthCross Church,Cornelius,NC,35.481705,-80.859001
1101,Northside Presbyterian Church,Burlington,NC,36.095692,-79.437799
1102,Pamlico Presbyterian Church,Oriental,NC,35.030996,-76.692987
1103,Peace Presbyterian Church,Cary,NC,35.788289,-78.781208
1104,Progressive Presbyterian Church,Princeton,NC,35.465994,-78.16055
1105,Prosperity Presbyterian Church,Charlotte,NC,35.227209,-80.843083
1106,Providence Presbyterian Church,Murphy,NC,35.087584,-84.034632
1107,Providence Presbyterian Church,Concord,NC,35.409418,-80.580005
1108,Reconciliation Church,Knightdale,NC,35.787898,-78.482294
1109,Redeemer Church,Pinehurst,NC,35.194624,-79.467932
1110,Redeemer Church PCA,Sylva,NC,35.373711,-83.22598
1111,Redeemer Presbyterian Church,Raleigh,NC,35.780398,-78.639099
1112,Redeemer Presbyterian Church,Winston-Salem,NC,36.099813,-80.244052
1113,Redeemer Yadkin Valley,Lewisville,NC,36.097082,-80.419222
1114,Salem Presbyterian Church,Winston-Salem,NC,36.099813,-80.244052
1115,Second Street Presbyterian Church,Albemarle,NC,35.350143,-80.200058
1116,Shearer Presbyterian Church,Mooresville,NC,35.58486,-80.810072
1117,South Charlotte Presbyterian Church,Charlotte,NC,35.227209,-80.843083
1118,Southlake Presbyterian Church,Huntersville,NC,35.410828,-80.84293
1119,Sovereign Grace Presbyterian Church,Charlotte,NC,35.227209,-80.843083
1120,StoneBridge Church Community,Charlotte,NC,35.227209,-80.843083
1121,Story Memorial Presbyterian Church,Marion,NC,35.684102,-82.009103
1122,Summer Oaks Presbyterian Church,Summerfield,NC,36.208747,-79.904758
1123,Trinity Church,Winston-Salem,NC,36.099813,-80.244052
1124,Trinity Park Church,Cary,NC,35.788289,-78.781208
1125,Trinity Presbyterian Church,Asheville,NC,35.60095,-82.554016
1126,Uptown Church, PCA,Charlotte,NC,35.227209,-80.843083
1127,Village Chapel Presbyterian Church,New Bern,NC,35.108493,-77.044114
1128,Vive Charlotte Church,Charlotte,NC,35.227209,-80.843083
1129,Wayside Presbyterian Church,Chocowinity,NC,35.512596,-77.100923
1130,West Charlotte Church,Charlotte,NC,35.227209,-80.843083
1131,White Oak Presbyterian Church,Fremont,NC,35.545438,-77.974709
1132,Whiteside Presbyterian Church,Cashiers,NC,35.111202,-83.098059
1133,Wilson Presbyterian Church,Wilson,NC,35.721269,-77.91554
1134,Yea Hyang Presbyterian Church,Cary,NC,35.788289,-78.781208
1135,Resurrection Church,Fargo,ND,46.877229,-96.789821
1136,Grace Central Church,Omaha,NE,41.258746,-95.938376
1137,Grace Chapel,Lincoln,NE,40.808886,-96.707775
1138,Grace Church PCA,Fremont,NE,41.433836,-96.496045
1139,Grace Covenant Church,Grand Island,NE,40.924271,-98.338685
1140,Harvest Community Church,Omaha,NE,41.258746,-95.938376
1141,New Song Church,Gretna,NE,41.146927,-96.239005
1142,Redeemer PCA,Lincoln,NE,40.808886,-96.707775
1143,Tree of Life Church,Omaha,NE,41.258746,-95.938376
1144,Trinity Presbyterian Church,Kearney,NE,40.699478,-99.081858
1145,Zion Church,Lincoln,NE,40.808886,-96.707775
1146,Christ Church PCA,Pembroke,NH,43.14709,-71.457825
1147,Christ Presbyterian Church,Nashua,NH,42.765625,-71.467703
1148,Church of the Redeemer of Manchester,Manchester,NH,42.99564,-71.454789
1149,Exeter Presbyterian Church,Exeter,NH,42.981477,-70.947834
1150,Faith Presbyterian Church,Lancaster,NH,44.489158,-71.570435
1151,Hooksett Christian Fellowship,Hooksett,NH,43.096972,-71.465378
1152,Ark Presbyterian Church,Fairlawn,NJ,40.93886,-74.12078
1153,Beloved Presbyterian,Rutherford,NJ,40.826489,-74.106809
1154,Calvary Presbyterian Church,Allenwood,NJ,40.141503,-74.099862
1155,Cherry Hill Associated Presbyterian Church,Mount Laurel,NJ,39.934002,-74.890999
1156,Comunidade Crista Presbiteriana,Newark,NJ,40.735657,-74.172367
1157,Covenant Fellowship Church,West Orange,NJ,40.798711,-74.239035
1158,Covenant Presbyterian Church,Cape May,NJ,38.933431,-74.921423
1159,Covenant Presbyterian Church,Cherry Hill,NJ,39.934835,-75.030726
1160,Covenant Presbyterian Church,Short Hills,NJ,40.747879,-74.325427
1161,Crossroads Community Church,Somerville,NJ,40.57427,-74.60988
1162,Ebenezer Presbyterian Church,Newark,NJ,40.735657,-74.172367
1163,Fairfield Presbyterian Church,Fairton,NJ,39.381781,-75.21991
1164,Glory Community Church,Union City,NJ,40.779546,-74.023751
1165,Good News Church,Princeton,NJ,40.349274,-74.659296
1166,Gospel Presbyterian Church,Parsippany,NJ,40.857877,-74.425987
1167,Grace Community Church,Bridgewater,NJ,40.592911,-74.632133
1168,Grace Presbyterian Church,Mount Laurel,NJ,39.934002,-74.890999
1169,Grace Redeemer Church,Glen Rock,NJ,40.962876,-74.132921
1170,Hebron Presbyterian Mission,Newark,NJ,40.735657,-74.172367
1171,Hope Community Church PCA,Northfield,NJ,39.370394,-74.550155
1172,Hope Presbyterian Church,Randolph,NJ,40.862205,-74.56901
1173,Hope Presbyterian Church,Lawrenceville,NJ,40.299009,-74.737172
1174,King's Cross Church,Robbinsville Twp,NJ,40.220488,-74.627139
1175,Knowlton Presbyterian Church,Columbia,NJ,40.926208,-75.092676
1176,Lighthouse Korean Presbyterian Church,Palisades Park,NJ,40.848156,-73.997639
1177,Living Hope Church,Palisades Park,NJ,40.848156,-73.997639
1178,Mercy Hill Presbyterian Church,Glassboro,NJ,39.702768,-75.111943
1179,New City Fellowship of Atlantic City,Atlantic City,NJ,39.359135,-74.443459
1180,New Hope Community Church,Cherry Hill,NJ,39.934835,-75.030726
1181,Redeemer Church of Montclair,Montclair,NJ,40.816446,-74.221064
1182,Redeemer Hoboken,Hoboken,NJ,40.743307,-74.032375
1183,Redeemer Jersey City Church,Jersey City,NJ,40.721568,-74.047455
1184,Redentor Presbyterian Church,South River,NJ,40.446495,-74.385983
1185,Bryce Avenue Presbyterian Church,White Rock,NM,35.827637,-106.204016
1186,Christ Church Santa Fe PCA,Santa Fe,NM,35.68761,-105.938457
1187,City Presbyterian Church Albuquerque,Albuquerque,NM,35.084103,-106.650985
1188,Coram Deo,Las Cruces,NM,32.314035,-106.779808
1189,Grace Covenant Church,Las Cruces,NM,32.314035,-106.779808
1190,High Desert Church (PCA),Albuquerque,NM,35.084103,-106.650985
1191,Mosaic Church,Albuquerque,NM,35.084103,-106.650985
1192,Providence Presbyterian Church - Farmington,Farmington,NM,36.729115,-108.205445
1193,University Presbyterian Church,Las Cruces,NM,32.314035,-106.779808
1194,Westminster Presbyterian Church,Alamogordo,NM,32.904647,-105.941835
1195,Bedford Presbyterian Church,Bedford,NS,44.731061999999994,-63.657711
1196,Christ Church Halifax,Halifax,NS,44.648618,-63.585949
1197,Harbour Light Church PCA,Sydney,NS,-33.868,151.21
1198,Sovereign Grace Presbyterian Church,River Denys,NS,45.8369,-61.178
1199,Grace Presbyterian Church,Reno,NV,39.526121,-119.812658
1200,Las Vegas Presbyterian Church,Las Vegas,NV,36.167256,-115.148516
1201,Spring Meadows Presbyterian Church,Las Vegas,NV,36.167256,-115.148516
1202,Affirmation Presbyterian Church,Katonah,NY,41.25877,-73.685385
1203,All Souls Community Church,Suffern,NY,41.115137,-74.149395
1204,Armor Bible Presbyterian Church,Orchard Park,NY,42.767038,-78.743552
1205,Ascension Church,Forest Hills,NY,40.731626,-73.851773
1206,Astoria Community Church,Astoria,NY,40.772015,-73.930267
1207,Barun Presbyterian Church,Flushing,NY,40.76543,-73.817429
1208,Christ Central Buffalo,Buffalo,NY,42.886717,-78.878392
