,name,addr,attend,denom,lat,lon
1354,DFW New Beginnings Church,Irving, TX,3000,NONDENOM,32.829518,-96.944218
1355,Summit Christian Center,San Antonio, TX,2834,NONDENOM,29.4246,-98.495141
1356,Fallbrook Church,Houston, TX,4000,UNK,29.758938,-95.367697
1357,Abundant Life Church of God,San Antonio, TX,2000,COG,29.4246,-98.495141
1358,First United Methodist Church,Mansfield, TX,2039,UMC,32.563192,-97.141677
1359,Bandera Road Community Church,San Antonio, TX,4950,NONDENOM,29.4246,-98.495141
1360,Antioch Fellowship Missionary Baptist Church,Dallas, TX,2000,MISSBAPT,32.776272,-96.796856
1361,The Oaks Fellowship,Red Oak, TX,2700,AG,32.525851,-96.809011
1362,Cornerstone Church,San Antonio, TX,17000,NONDENOM,29.4246,-98.495141
1363,Place for Life,San Antonio, TX,3000,NONDENOM,29.4246,-98.495141
1364,Brentwood Baptist Church,Houston, TX,3000,SBC,29.758938,-95.367697
1365,Stonebriar Community Church,Frisco, TX,4500,NONDENOM,33.150674,-96.823612
1366,Greater Mount Zion Baptist Church,Austin, TX,1800,BAPT,30.271129,-97.7437
1367,Shoreline Christian Center,Austin, TX,5000,NONDENOM,30.271129,-97.7437
1368,Christ Fellowship,McKinney, TX,2100,NONDENOM,33.19765,-96.615447
1369,Woodlands Church,The Woodlands, TX,18385,SBC,30.173419,-95.504686
1370,Christ Church Plano,Plano, TX,2500,ANGLICAN,33.013676,-96.69251
1371,Life Tabernacle,Houston, TX,3000,UNK,29.758938,-95.367697
1372,Grace Outreach Center,Plano, TX,4300,NONDENOM,33.013676,-96.69251
1373,Watermark Community Church,Dallas, TX,8876,NONDENOM,32.776272,-96.796856
1374,First Baptist Church McKinney,McKinney, TX,2301,SBC,33.19765,-96.615447
1375,The Hills Church of Christ,North Richland Hills, TX,4500,COC,32.834295,-97.228903
1376,Covenant Church,Carrollton, TX,11000,NONDENOM,32.953735,-96.890282
1377,New Light Christian Center Church,Houston, TX,13500,UNK,29.758938,-95.367697
1378,Gateway Church,Southlake, TX,28000,NONDENOM,32.941236,-97.134178
1379,Fielder Road Baptist Church,Arlington, TX,2001,SBC,32.735582,-97.107119
1380,Longview Baptist Temple,Longview, TX,2500,BAPT,32.500703,-94.74049
1381,Faithbridge Church,Spring, TX,2200,UMC,30.079883,-95.417255
1382,First Baptist Church Euless,Euless, TX,2435,SBC,32.837073,-97.081954
1383,Denton Bible Church,Denton, TX,5000,NONDENOM,33.215039,-97.133052
1384,Southwest Community Church,Houston, TX,3400,SBC,29.758938,-95.367697
1385,Columbus Avenue Baptist Church,Waco, TX,2500,SBC,31.549333,-97.14667
1386,Champion Forest Baptist Church,Houston, TX,8000,SBC,29.758938,-95.367697
1387,White's Chapel United Methodist Church,Southlake, TX,6149,UMC,32.941236,-97.134178
1388,First Baptist Church of Lubbock,Lubbock, TX,2000,SBC,33.563521,-101.879336
1389,Chapelwood United Methodist Church,Houston, TX,2253,UMC,29.758938,-95.367697
1390,The Austin Stone Community Church,Austin, TX,7428,SBC,30.271129,-97.7437
1391,First Baptist Church,Belton, TX,2000,SBC,31.056013,-97.464453
1392,Green Acres Baptist Church,Tyler, TX,4537,SBC,32.35126,-95.301062
1393,Community Bible Church,San Antonio, TX,14031,NONDENOM,29.4246,-98.495141
1394,Trinity Church,Cedar Hill, TX,2600,AG,32.588807,-96.955368
1395,Lake Arlington Baptist Church,Arlington, TX,2000,SBC,32.735582,-97.107119
1396,Cross Timbers Community Church,Argyle, TX,4600,NONDENOM,33.121232,-97.183348
1397,Wheeler Avenue Baptist Church,Houston, TX,6000,NBC,29.758938,-95.367697
1398,First Baptist Church,Dallas, TX,2632,SBC,32.776272,-96.796856
1399,Calvary Church,Irving, TX,4500,AG,32.829518,-96.944218
1400,Christian Chapel Temple of Faith,Dallas, TX,3500,CME,32.776272,-96.796856
1401,Lakewood Church,Houston, TX,43500,NONDENOM,29.758938,-95.367697
1402,Greater Saint Matthew Church,Houston, TX,3400,SBC,29.758938,-95.367697
1403,Kingsland Baptist Church,Katy, TX,2800,SBC,29.785785,-95.824396
1404,Sunnyvale First Baptist Church,Sunnyvale, TX,2400,SBC,32.796517,-96.560824
1405,Harvest Time Church,Houston, TX,2000,NONDENOM,29.758938,-95.367697
1406,First Baptist Church of Richardson,Richardson, TX,2400,SBC,32.948179,-96.729721
1407,Christian Tabernacle,Houston, TX,4000,UNK,29.758938,-95.367697
1408,Abundant Life Christian Center,La Marque, TX,3000,NONDENOM,29.368567,-94.971313
1409,Clear Creek Community Church,League City, TX,5000,SBC,29.507454,-95.09493
1410,Stonegate Fellowship,Midland, TX,4000,UNK,31.997366,-102.077948
1411,High Point Church,Arlington, TX,6000,NONDENOM,32.735582,-97.107119
1412,Great Commission Baptist Church,Fort Worth, TX,2000,SBC,32.753177,-97.332746
1413,Saint Martin's Episcopal Church,Houston, TX,4000,EPIS,29.758938,-95.367697
1414,Grace Fellowship United Methodist Church,Katy, TX,2442,UMC,29.785785,-95.824396
1415,The Village Church,Flower Mound, TX,10156,SBC,33.028385,-97.08672
1416,Braeswood Assembly of God,Houston, TX,2300,AG,29.758938,-95.367697
1417,Saint John's Downtown United Methodist Church,Houston, TX,2044,UMC,29.758938,-95.367697
1418,Alief Baptist Church,Houston, TX,2406,SBC,29.758938,-95.367697
1419,Prestonwood Baptist Church,Plano, TX,15815,SBC,33.013676,-96.69251
1420,Westover Hills Assembly of God,San Antonio, TX,4314,AG,29.4246,-98.495141
1421,Park Cities Baptist Church,Dallas, TX,2500,SBC,32.776272,-96.796856
1422,Vino Nuevo de El Paso,El Paso, TX,4000,EVAN,31.775415,-106.464634
1423,Lake Pointe Church,Rockwall, TX,11225,SBC,32.931234,-96.459709
1424,Christ Chapel Bible Church,Fort Worth, TX,4500,NONDENOM,32.753177,-97.332746
1425,Grace Bible Church,College Station, TX,2500,NONDENOM,30.595529,-96.307104
1426,Greater Cornerstone Baptist Church,Dallas, TX,4250,SBC,32.776272,-96.796856
1427,Iglesia Cristiana Misericordia,Laredo, TX,2400,AG,27.5237,-99.497352
1428,Overcoming Faith Christian Center,Arlington, TX,2000,UNK,32.735582,-97.107119
1429,Grace Christian Center,Killeen, TX,2000,NONDENOM,31.117144,-97.727796
1430,Church at Sugar Creek,Sugar Land, TX,4500,SBC,29.619679,-95.634946
1431,First Baptist Church Amarillo,Amarillo, TX,2050,SBC,35.207219,-101.833825
1432,Mobberly Baptist Church,Longview, TX,2118,SBC,32.500703,-94.74049
1433,Calvary Houston,Friendswood, TX,2000,NONDENOM,29.5294,-95.201045
1434,First Baptist Church,Pasadena, TX,3250,SBC,29.691063,-95.209101
1435,Austin Ridge Bible Church,Austin, TX,2600,UNK,30.271129,-97.7437
1436,Riverbend Church,Austin, TX,4000,NONDENOM,30.271129,-97.7437
1437,Houston's First Baptist Church,Houston, TX,6458,SBC,29.758938,-95.367697
1438,Antioch Community Church,Waco, TX,2500,NONDENOM,31.549333,-97.14667
1439,Concordia Lutheran Church,San Antonio, TX,3000,LUTH,29.4246,-98.495141
1440,Bent Tree Bible Fellowship,Carrollton, TX,4500,NONDENOM,32.953735,-96.890282
1441,Mount Sinai Missionary Baptist Church,Austin, TX,2200,BAPT,30.271129,-97.7437
1442,Silverlake Church,Pearland, TX,2675,SBC,29.563976,-95.28643
1443,First Evangelical Free Church,Austin, TX,2500,EF,30.271129,-97.7437
1444,Bannockburn Baptist Church,Austin, TX,2000,BAPT,30.271129,-97.7437
1445,Hope Fellowship,Frisco, TX,3100,AG,33.150674,-96.823612
1446,Sagemont Church,Houston, TX,3984,SBC,29.758938,-95.367697
1447,Alamo City Christian Fellowship,San Antonio, TX,2125,SBC,29.4246,-98.495141
1448,Glenview Baptist Church,Fort Worth, TX,2300,SBC,32.753177,-97.332746
1449,Crossroads Christian Church,Grand Prairie, TX,4167,CHRISTIAN,32.745965,-96.997785
1450,Real Life,Corpus Christi, TX,2600,SBC,27.795148,-97.394205
1451,Grace Community Church,Houston, TX,5000,UNK,29.758938,-95.367697
1452,Mount Olive Baptist Church,Arlington, TX,3500,BAPT,32.735582,-97.107119
1453,Mundo De Fe,Carrollton, TX,2000,UNK,32.953735,-96.890282
1454,Bethel's Family,Houston, TX,2700,SBC,29.758938,-95.367697
1455,Concord Church,Dallas, TX,3650,BAPT,32.776272,-96.796856
1456,Pantego Bible Church,Fort Worth, TX,2500,NONDENOM,32.753177,-97.332746
1457,Celebration Church,Georgetown, TX,5000,NONDENOM,30.632694,-97.677231
1458,Bethany Lutheran Church,Austin, TX,2200,LUTH,30.271129,-97.7437
1459,Oakwood Baptist Church,New Braunfels, TX,2447,SBC,29.702827,-98.125735
1460,Christian House of Prayer,Copperas Cove, TX,2500,NONDENOM,31.124062,-97.903079
1461,Fellowship Church,Grapevine, TX,24162,SBC,32.933738,-97.078875
1462,Faith Family Church,Victoria, TX,3000,UNK,28.820293,-96.984865
1463,International Christian Center,Brownsville, TX,2000,UNK,25.914026,-97.489086
1464,Great Hills Baptist Church,Austin, TX,2200,SBC,30.271129,-97.7437
1465,Grace Community Church,Tyler, TX,2450,UNK,32.35126,-95.301062
1466,The Church on Rush Creek,Arlington, TX,3300,SBC,32.735582,-97.107119
1467,Lake Hills Church,Austin, TX,3204,SBC,30.271129,-97.7437
1468,One Community Church,Plano, TX,3000,NONDENOM,33.013676,-96.69251
1469,Mount Corinth Baptist Church,Houston, TX,2000,UNK,29.758938,-95.367697
1470,Chase Oaks Church,Plano, TX,5000,NONDENOM,33.013676,-96.69251
1471,Cielo Vista Church,El Paso, TX,2000,NONDENOM,31.775415,-106.464634
1472,Saturn Road Church of Christ,Garland, TX,1800,COC,32.912624,-96.638883
1473,Cottonwood Creek Baptist Church,Allen, TX,2100,SBC,33.103174,-96.67055
1474,Experience Life,Lubbock, TX,3751,NONDENOM,33.563521,-101.879336
1475,NorthWood Church,Keller, TX,2106,SBC,32.929966,-97.227125
1476,Saintsville Sanctuary Church of God In Christ,Dallas, TX,2000,COGIC,32.776272,-96.796856
1477,First Baptist Church,Midland, TX,2000,SBC,31.997366,-102.077948
1478,Ministerios Bethania USA,Carrollton, TX,2500,UNK,32.953735,-96.890282
1479,Gospel Tabernacle Church,Dallas, TX,3500,NONDENOM,32.776272,-96.796856
1480,Ark Family Church,Conroe, TX,4200,NONDENOM,30.311877,-95.456051
1481,The Fountain of Praise,Houston, TX,9000,SBC,29.758938,-95.367697
1482,Harvest Church,Fort Worth, TX,1800,BAPT,32.753177,-97.332746
1483,Loving Word Fellowship,Houston, TX,2500,BGC,29.758938,-95.367697
1484,First Baptist Church,Wichita Falls, TX,2000,SBC,33.913709,-98.493387
1485,The Church at Bethel's Family,Houston, TX,2000,UNK,29.758938,-95.367697
1486,New Birth Baptist Church,Dallas, TX,3000,UNK,32.776272,-96.796856
1487,McKinney Memorial Bible Church,Fort Worth, TX,2000,NONDENOM,32.753177,-97.332746
1488,Gateway Community Church,Austin, TX,4500,UNK,30.271129,-97.7437
1489,Higher Dimension Church,Houston, TX,3700,SBC,29.758938,-95.367697
1490,Hill Country Bible Church NW,Austin, TX,4600,UNK,30.271129,-97.7437
1491,The Potter's House,Dallas, TX,16140,NONDENOM,32.776272,-96.796856
1492,River Pointe Church,Richmond, TX,3500,UNK,29.582181,-95.760783
1493,First Baptist Church of Hamilton Park,Richardson, TX,3000,BAPT,32.948179,-96.729721
1494,Abundant Living Faith Center,El Paso, TX,12400,NONDENOM,31.775415,-106.464634
1495,Hyde Park Baptist Church,Austin, TX,2067,SBC,30.271129,-97.7437
1496,Bay Area Fellowship,Corpus Christi, TX,6957,SBC,27.795148,-97.394205
1497,Cathedral of Hope,Dallas, TX,1800,UCC,32.776272,-96.796856
1498,The Community of Faith,Houston, TX,6000,UNK,29.758938,-95.367697
1499,Lilly Grove Missionary Baptist Church,Houston, TX,1900,BAPT,29.758938,-95.367697
1500,Alamo Heights United Methodist Church,San Antonio, TX,1800,UMC,29.4246,-98.495141
1501,Westside Baptist Church,Lewisville, TX,2001,BAPT,33.046233,-96.994174
1502,Christ United Methodist Church,Plano, TX,1977,UMC,33.013676,-96.69251
1503,Palm Valley Church,Mission, TX,3700,NONDENOM,26.215907,-98.325293
1504,Valley Creek Church,Flower Mound, TX,3500,NONDENOM,33.028385,-97.08672
1505,Saint Michael and All Angels Episcopal,Dallas, TX,5000,EPIS,32.776272,-96.796856
1506,Iglesia Puerta Del Cielo,El Paso, TX,2500,UNK,31.775415,-106.464634
1507,New Hope Church,Manvel, TX,5686,CHRISTIAN,29.466471,-95.355714
1508,Calvary Baptist Church,Beaumont, TX,2350,SBC,30.086046,-94.101846
1509,Irving Bible Church,Irving, TX,4100,NONDENOM,32.829518,-96.944218
1510,Hillside Christian Church- Amarillo West,Amarillo, TX,8000,CHRISTIAN,35.207219,-101.833825
1511,Sugar Creek Baptist Church,Sugar Land, TX,3730,SBC,29.619679,-95.634946
1512,Antioch Missionary Baptist Church,Beaumont, TX,2800,MISSBAPT,30.086046,-94.101846
1513,Grace Community Church,Plano, TX,1850,UNK,33.013676,-96.69251
1514,Oak Hills Church,San Antonio, TX,8663,COC,29.4246,-98.495141
1515,Inspiring Body of Christ Church,Dallas, TX,8000,UNK,32.776272,-96.796856
1516,Lakeside Baptist Church,Granbury, TX,1800,BAPT,32.440779,-97.792609
1517,Community of Faith,Hockley, TX,6000,UNK,30.025824,-95.845205
1518,First Baptist Church,Arlington, TX,2292,SBC,32.735582,-97.107119
1519,Beltway Park Baptist Church,Abilene, TX,2700,SBC,32.44645,-99.747591
1520,Travis Avenue Baptist Church,Fort Worth, TX,2000,SBC,32.753177,-97.332746
1521,University United Methodist Church,San Antonio, TX,2589,UMC,29.4246,-98.495141
1522,Grace Covenant Church,Austin, TX,3500,NONDENOM,30.271129,-97.7437
1523,Trinity Church,Lubbock, TX,2900,NONDENOM,33.563521,-101.879336
1524,Fellowship of the Parks,Keller, TX,2722,UNK,32.929966,-97.227125
1525,Highland Park United Methodist Church,Dallas, TX,4400,UMC,32.776272,-96.796856
1526,Calvary Austin,Pflugerville, TX,2500,CAL,30.43937,-97.620004
1527,Highland Church of Christ,Abilene, TX,2000,COC,32.44645,-99.747591
1528,Central Baptist Church,College Station, TX,3000,SBC,30.595529,-96.307104
1529,North Church,Carrollton, TX,3500,NONDENOM,32.953735,-96.890282
1530,Church Without Walls,Houston, TX,6411,SBC,29.758938,-95.367697
1531,St Lukes United Methodist Church,Houston, TX,1931,UMC,29.758938,-95.367697
1532,The Heights Baptist Church,Richardson, TX,2623,SBC,32.948179,-96.729721
1533,Tallowood Baptist Church,Houston, TX,2000,BAPT,29.758938,-95.367697
1534,New Song Church,Carrollton, TX,2000,SBC,32.953735,-96.890282
1535,Milestone Church,Keller, TX,2000,UNK,32.929966,-97.227125
1536,Baptist Temple Church,McAllen, TX,2000,SBC,26.204369,-98.230082
1537,March of Faith Ministries,Houston, TX,1800,BAPT,29.758938,-95.367697
1538,Prestoncrest Church of Christ,Dallas, TX,2500,COC,32.776272,-96.796856
1539,Saint John Baptist Church,Grand Prairie, TX,8800,NONDENOM,32.745965,-96.997785
1540,PromiseLand Church,Austin, TX,2400,NONDENOM,30.271129,-97.7437
1541,Second Baptist Church,Houston, TX,20656,SBC,29.758938,-95.367697
1542,Windsor Village United Methodist Church,Houston, TX,5859,UMC,29.758938,-95.367697
1543,The Met (Metropolitan Baptist Church),Houston, TX,3600,BAPT,29.758938,-95.367697
1544,Temple Bible Church,Temple, TX,2800,NONDENOM,31.098207,-97.342785
1545,Park Cities Presbyterian Church,Dallas, TX,5500,PCA,32.776272,-96.796856
1546,Compass Christian Church,Colleyville, TX,3012,CHRISTIAN,32.88096,-97.155012
1547,Oak Cliff Bible Fellowship Church,Dallas, TX,7000,NONDENOM,32.776272,-96.796856
1548,Globe Harvest Church,Dallas, TX,2260,SBC,32.776272,-96.796856
1549,The Woodlands United Methodist Church,The Woodlands, TX,4267,UMC,30.173419,-95.504686
1550,Friendship West Baptist Church,Dallas, TX,9000,ABC,32.776272,-96.796856
1551,Abundant Life Cathedral Church,Houston, TX,5000,NONDENOM,29.758938,-95.367697
1552,Iglesia Rios de Agua Via,Odgen, UT,2000,UNK,41.223005,-111.973843
1553,South Mountain Community Church,Draper, UT,1800,NONDENOM,40.524671,-111.863823
1554,Washington Heights Baptist Church,Ogden, UT,2200,CBA,41.223005,-111.973843
1555,Blue Ridge Community Church,Forest, VA,2000,NONDENOM,37.363753,-79.289749
1556,Faith Landmarks Ministries,Richmond, VA,5000,UNK,37.538509,-77.43428
1557,Korean Central Presbyterian Church,Centreville, VA,4500,PCA,38.840391,-77.428877
1558,Immanuel Bible Church,Springfield, VA,4000,NONDENOM,38.789052,-77.187037
1559,West End Assembly of God,Richmond, VA,2100,AG,37.538509,-77.43428
1560,Grove Church,Portsmouth, VA,2363,BAPT,36.84442,-76.3533
1561,First Baptist Norfolk,Norfolk, VA,2462,SBC,36.896805,-76.260234
1562,Tree of Life Ministries,Lynchburg, VA,2400,PENT,37.413754,-79.142246
1563,Cornerstone Chapel,Leesburg, VA,3250,UNK,39.11545,-77.564545
1564,Reston Bible Church,Dulles, VA,1800,NONDENOM,38.953576,-77.446574
1565,Richmond Outreach Center,Richmond, VA,5500,NONDENOM,37.538509,-77.43428
1566,Atlantic Shores Baptist Church,Virginia Beach, VA,2000,SBC,36.852984,-75.977418
1567,Waters Edge Church,Yorktown, VA,3594,SBC,37.237888,-76.508063
1568,Saint Paul's Baptist Church,Richmond, VA,6257,SBC,37.538509,-77.43428
1569,Christian Fellowship Church,Ashburn, VA,2000,NONDENOM,39.043719,-77.48749
1570,Reston Bible Church,Reston, VA,1800,NONDENOM,38.958374,-77.357981
1571,New Life Providence Church,Virginia Beach, VA,2500,NONDENOM,36.852984,-75.977418
1572,Lifepoint Church,Fredericksburg, VA,1800,UNK,38.303184,-77.46054
1573,Alfred Street Baptist Church,Alexandria, VA,2800,BAPT,38.80511,-77.047023
1574,Antioch Baptist Church,Fairfax Station, VA,1800,SBC,38.800859,-77.32568
1575,Wave Church,Virginia Beach, VA,4000,NONDENOM,36.852984,-75.977418
1576,McLean Bible Church,McLean, VA,16500,NONDENOM,38.934289,-77.177633
1577,Colonial Heights Baptist Church,Colonial Heights, VA,2125,SBC,37.255572,-77.411202
1578,Open Door Presbyterian Church,Herndon, VA,2500,PRES,38.969532,-77.385948
1579,Fairfax Community Church,Fairfax, VA,2500,UNK,38.846224,-77.306373
1580,The Rock Church International,Virginia Beach, VA,2225,NONDENOM,36.852984,-75.977418
1581,Highlands Fellowship,Abingdon, VA,4000,SBC,36.709463,-81.983601
1582,Harvest Life Changers World Ministries,Woodbridge, VA,2000,NONDENOM,38.658172,-77.249705
1583,Spotswood Baptist Church,Fredericksburg, VA,2000,SBC,38.303184,-77.46054
1584,Calvary Revival Church,Norfolk, VA,8000,NONDENOM,36.896805,-76.260234
1585,Bethel Temple Assembly of God,Hampton, VA,2613,AG,37.030097,-76.345206
1586,First Mount Zion Baptist Church,Dumfries, VA,3400,BAPT,38.56762,-77.328038
1587,Liberty Baptist Church,Hampton, VA,3023,SBC,37.030097,-76.345206
1588,Chapel Springs,Bristow, VA,2500,AG,38.723326,-77.536567
1589,Grace Church,Dumfries, VA,2000,NONDENOM,38.56762,-77.328038
1590,Faith Deliverance Christian Center,Norfolk, VA,2000,COC,36.896805,-76.260234
1591,Christ Chapel,Woodbridge, VA,1862,AG,38.658172,-77.249705
1592,The Falls Church Anglican,Falls Church, VA,3000,ANGLICAN,38.882334,-77.171091
1593,Mount Lebanon Missionary Baptist Church,Chesapeake, VA,2300,MISSBAPT,36.718371,-76.24668
1594,Kempsville Presbyterian Church,Virginia Beach, VA,2200,EPC,36.852984,-75.977418
1595,Williamsburg Community Chapel,Williamsburg, VA,2400,UNK,37.270879,-76.707404
1596,Thomas Road Baptist Church,Lynchburg, VA,8350,UNK,37.413754,-79.142246
1597,Faith! Christian Church,Waverly Gardens, VIC,1900,UNK,26.123051,-80.137044
1598,Tabernacle Missionary Baptist Church,Seattle, WA,1800,UNK,47.603832,-122.330062
1599,Washington Cathedral,Redmond, WA,2000,UNK,47.669414,-122.123877
1600,Christ the King Community Church,Bellingham, WA,4000,NONDENOM,48.754401,-122.478836
1601,First Presbyterian Church of Bellevue,Bellevue, WA,2203,PCUSA,40.164516,-80.25395
1602,Calvary Community Church,Sumner, WA,3000,NONDENOM,47.206188,-122.231238
1603,Eastridge Church,Issaquah, WA,1900,AG,47.534878,-122.043297
1604,Walla Walla City Seventh-day Adventist Church,Walla Walla, WA,1800,SDA,46.087376,-118.284614
1605,New Life Church at Renton,Renton, WA,2733,AG,47.479908,-122.20345
1606,Christian Faith Center,Seattle, WA,8000,NONDENOM,47.603832,-122.330062
1607,NewLife Church,Silverdale, WA,3044,AG,47.659409,-122.676632
1608,Westgate Chapel,Edmonds, WA,2000,NONDENOM,47.810574,-122.377495
1609,Church For All Nations,Tacoma, WA,2000,NONDENOM,47.24958,-122.439875
1610,First Presbyterian Church,Spokane, WA,2500,PCA,47.657193,-117.423511
1611,The City Church,Kirkland, WA,6300,NONDENOM,47.685957,-122.192025
1612,River of Life Fellowship,Kent, WA,2000,NONDENOM,47.38269,-122.227027
1613,North County Christ the King Community Church,Lynden, WA,1950,NONDENOM,48.946604,-122.456932
1614,New Life Fellowship-Community Church of Seattle,Bothell, WA,3000,UNK,47.75987,-122.206829
1615,Northwest Church,Federal Way, WA,1800,4SQ,47.313494,-122.33931
1616,New Heights Church,Vancouver, WA,4000,BGC,49.271743,-123.136595
1617,University Presbyterian Church,Seattle, WA,3896,PCUSA,47.603832,-122.330062
1618,Calvary Fellowship Church,Mountlake Terrace, WA,1900,UNK,47.790967,-122.30664
1619,Bethany Community Church,Seattle, WA,2874,NONDENOM,47.603832,-122.330062
1620,Canyon Hills Community Church,Bothell, WA,2100,NONDENOM,47.75987,-122.206829
1621,Life Center,Tacoma, WA,4811,AG,47.24958,-122.439875
1622,Northshore Baptist Church,Kirland, WA,2400,BAPT,47.685957,-122.192025
1623,Gold Creek Community Church,Mill Creek, WA,2389,CHRISTIAN,47.857746,-122.221063
1624,Eastside Foursquare Church,Bothell, WA,2300,4SQ,47.75987,-122.206829
1625,Cascade Community Church,Monroe, WA,2000,NONDENOM,33.794836,-83.713229
1626,Overlake Christian Church,Redmond, WA,3000,CHRISTIAN,47.669414,-122.123877
1627,Westminster Chapel,Bellevue, WA,3000,NONDENOM,40.164516,-80.25395
1628,Champions Centre,Tacoma, WA,5500,NONDENOM,47.24958,-122.439875
1629,Church of Living Water,Olympia, WA,2100,4SQ,47.045102,-122.895008
1630,Cornwall Church,Bellingham, WA,2300,COGA,48.754401,-122.478836
1631,East Lake Community Church,Bothell, WA,4500,NONDENOM,47.75987,-122.206829
1632,Christ the King Community Church,Burlington, WA,17000,NONDENOM,48.473814,-122.330454
1633,Calvary Chapel,Spokane, WA,2600,CAL,47.657193,-117.423511
1634,Grace Community Church,Auburn, WA,2000,CBA,47.307537,-122.230181
1635,Centro Cristiano Ministries,Manson, WA,2000,NONDENOM,36.421812,-78.283051
1636,Saint John Baptist Church,Tacoma, WA,2000,UNK,47.24958,-122.439875
1637,Antioch Bible Church,Redmond, WA,3500,NONDENOM,47.669414,-122.123877
1638,Bethel Church,Richland, WA,2400,UNK,46.28043,-119.275206
1639,Puyallup Foursquare Church,Puyallup, WA,3500,4SQ,47.184901,-122.29214
1640,Crossroads Community Church,Vancouver, WA,4000,UNK,49.271743,-123.136595
1641,Lighthouse Christian Center,Puyallup, WA,1800,CMA,47.184901,-122.29214
1642,Mount Zion Baptist Church,Seattle, WA,2500,BAPT,47.603832,-122.330062
1643,Life Center Foursquare,Spokane, WA,4500,4SQ,47.657193,-117.423511
1644,Living Hope Church,Vancouver, WA,5200,NONDENOM,49.271743,-123.136595
1645,New Life Foursquare Church,Everett, WA,2700,4SQ,47.967306,-122.2014
1646,Crossroads Bible Church,Bellevue, WA,2100,BGC,40.164516,-80.25395
1647,Gateway Fellowship,Poulsbo, WA,2000,AG,47.739137,-122.63928
1648,Elmbrook Church,Brookfield, WI,7013,NONDENOM,43.060567,-88.106479
1649,Christian Faith Fellowship,Milwaukee, WI,6000,COGIC,43.034993,-87.922497
1650,Bethel Lutheran Church,Madison, WI,1800,LUTH,43.074761,-89.383761
1651,Appleton Alliance Church,Appleton, WI,3000,CMA,44.261397,-88.406974
1652,Hales Corners Lutheran Church,Hales Corners, WI,3000,LUTH,42.937515,-88.048698
1653,Eastbrook Church,Milwaukee, WI,2000,NONDENOM,43.034993,-87.922497
1654,Blackhawk Church,Verona, WI,4000,EF,42.990549,-89.533558
1655,Oak Creek Assembly of God,Oak Creek, WI,2229,AG,42.88585,-87.863136
1656,Christ the Rock Community Church,Menasha, WI,3000,NONDENOM,44.202229,-88.446536
1657,Fox River Christian Church,Waukesha, WI,2400,UNK,43.011678,-88.231481
1658,Celebration Church - Bayside,Green Bay, WI,4000,NONDENOM,44.512638,-88.012579
1659,Alliance Missionary Church,Marshfield, WI,1800,CMA,44.668852,-90.171799
1660,Door Creek Church,Madison, WI,2000,EF,43.074761,-89.383761
1661,Central Christian Church,Beloit, WI,1981,CHRISTIAN,42.508327,-89.031784
1662,Journey Church,Kenosha, WI,2400,AG,42.584677,-87.821226
1663,Bible Center Church,Charleston, WV,2500,NONDENOM,38.3506,-81.633281
1664,Chestnut Ridge Church,Morgantown, WV,2400,NONDENOM,39.629681,-79.955944
1665,Maranatha Fellowship Church,Saint Albans, WV,2200,UNK,38.385649,-81.836241
1666,Highland Park Community Church,Casper, WY,2500,COG,42.850119,-106.325138
