name,addr,city,state,lat,lon
Faith Baptist Church,Oconomowoc,WI,53066,43.111673,-88.499266
Fairhaven Baptist Church,Oconto,WI,54153,44.887212,-87.864547
Maranatha Baptist Church,Phillips,WI,54555,45.690966,-90.397823
Faith Baptist Church,Portage,WI,53901,43.539494,-89.461334
Grace Baptist Church,Sheboygan,WI,53081,43.750828,-87.71453
Calvary Baptist Church,Sparta,WI,54656,43.944133,-90.812912
Bible Baptist Church of Utica,Stoughton,WI,53589,42.916739,-89.2179
Calvary Baptist Church,Sturtevant,WI,53177,42.722054,-87.950172
Tomah Baptist Church,Tomah,WI,54660,43.978576,-90.504021
Lighthouse Baptist Church,Viroqua,WI,54665,43.556917,-90.888741
Calvary Baptist Church,Watertown,WI,53094,43.194848,-88.728635
Waupun Baptist Church,Waupun,WI,53963,43.633216,-88.729635
First Baptist Church,West Bend,WI,53095,43.425278,-88.183428
Bible Baptist Church,West Bend,WI,53090,43.438169,-88.18348
Keystone Baptist Church,Wisconsin Dells,WI,53965,43.625617,-89.771565
Calvary Baptist Church,Wisconsin Rapids,WI,54494,44.391759,-89.822877
Beaverton Baptist Church,Beaverton,MI,48612,43.882247,-84.484732
Berean Baptist Church,Grand Blanc,MI,48439,42.927528,-83.629952
Bethany Baptist Church,Dearborn Heights,MI,48125,42.277846,-83.258466
Bible Baptist Church,Lupton,MI,48635,44.431128,-84.02583
Calvary Baptist Church,Greenville,MI,48838,43.177531,-85.252799
Calvary Baptist Church,Gaylord,MI,49735,45.023045,-84.678358
Calvary Baptist Church,Midland,MI,48640,43.615583,-84.247212
Columbiaville Baptist Church,Columbiaville,MI,48421,43.156693,-83.410505
Community Baptist Church,Hope Hwy  Grand Ledge,MI,48837,42.753369,-84.746376
Calvary Baptist Church,Quincy,MI,49082,41.944215,-84.883853
Calvary Baptist Church,Manistee,MI,49660,44.25,-86.32
Community Of Faith Baptist Church,Detroit,MI,48235,42.425214,-83.194893
Lakes Bible Church,Walled Lake,MI,48390,42.537811,-83.481048
Temple Baptist Church,Roseville,MI,48066,42.497258,-82.937141
Bethany Baptist Church,Detroit,MI,48228,42.351718,-83.216444
First Baptist Church,Sterling Heights,MI,48310,42.563756,-83.069494
Maranatha Baptist Church,Flint,MI,48503,43.02,-83.67
Rouge Free Will Baptist Church,Wyandotte,MI,48192,42.200409,-83.150644
Alpine Baptist Church,Comstock Park,MI,49321,43.034287,-85.66553
Community Baptist Church,Richmond,MI,48062,42.809197,-82.755755
Faith Baptist Church,Dearborn Heights,MI,48127,42.336982,-83.273263
Faith Baptist Church,Davison,MI,48423,43.034687,-83.518016
First Baptist Church,,MI,49319,43.22336,-85.551424
First Baptist Church,Hart,MI,49420,43.698341,-86.363965
Calvary Baptist Church,Hillsdale,MI,49242,41.920047,-84.63051
First Baptist Church,Iron Mountain,MI,49801,45.820233,-88.06596
Faith Baptist Church,Mattawan,MI,49071,42.209484,-85.784453
First Baptist Church,,MI,48014,43.012527,-82.927988
Trinity Baptist Church,Saint Charles,MI,48655,43.29697,-84.140535
Gilead Baptist Church,Owosso,MI,48867,42.997597,-84.172054
Grace Baptist Church,Monroe,MI,48162,41.929887,-83.390523
Grace Baptist Church,Eaton Rapids,MI,48827,42.509204,-84.655814
Community Baptist Church,Croswell,MI,48422,43.275581,-82.621038
Immanuel Baptist Church,Roscommon,MI,48653,44.49835,-84.591968
Community Baptist Church,,MI,48074,42.913919,-82.603809
Gospel Light Baptist Church,Ludington,MI,49431,43.955541,-86.447742
Heritage Baptist Church,Kentwood,MI,49508,42.874769,-85.626098
Inter-City Baptist Church,Allen Park,MI,48101,42.259507,-83.210767
Lake Lansing Baptist Church,East Lansing,MI,48823,42.734371,-84.469631
Gateway Anabaptist Church,Monroe,MI,48161,41.89612,-83.432729
Lighthouse Baptist Church,Flint,MI,48507,42.984007,-83.690228
Faith Baptist Church,Allegan,MI,49010,42.529199,-85.855303
Juniata Baptist Church,Vassar,MI,48768,43.371968,-83.583292
Grace Baptist Church,Roseville,MI,48066,42.497258,-82.937141
Liberty Baptist Church,,MI,49677,43.875017,-85.51005
Lincoln Avenue Baptist Church,Ionia,MI,48846,42.987255,-85.071117
Fellowship Baptist Church,Whitmore Lake,MI,48189,42.439479,-83.74383
Battle Creek Baptist Temple,Battle Creek,MI,49037,42.338445,-85.218561
Ann Arbor Baptist Church,Ann Arbor,MI,48103,42.27548,-83.766571
First Baptist Church,Bancroft,MI,48414,42.878642,-84.063853
Calvary Baptist Church,Charlotte,MI,48813,42.563737,-84.835579
Faith Baptist Church,Battle Creek,MI,49015,42.296067,-85.204648
Calvary Baptist Church,Battle Creek,MI,49017,42.32,-85.18
Grass Lake Baptist Church,Grass Lake,MI,49240,42.250869,-84.213008
New Hope Baptist Church,Allegan,MI,49010,42.529199,-85.855303
New Life Missionary Baptist Church,Flint,MI,48505,43.063441,-83.707811
North Goodland Baptist Church,Imlay City,MI,48444,43.02475,-83.077715
New Richmond Baptist Church,Holland,MI,49423,42.787602,-86.109083
Fair Haven Baptist Church,Westland,MI,48185,42.323806,-83.400532
Macomb Baptist Church,Charter Township of Clinton,MI,48036,42.586979,-82.919921
Faith Bible Baptist Church,Odessa,MI,48849,42.784756,-85.138337
Gibraltar Bible Baptist Church,Gibraltar,MI,48173,42.070877,-83.246596
Faithway Baptist Church,Ypsilanti,MI,48197,42.241056,-83.613055
First Baptist Church,Westland,MI,48186,42.300189,-83.373411
Flat Rock Missionary Baptist Church,Flat Rock,MI,48134,42.096431,-83.291874
First Baptist Church,Flat Rock,MI,48134,42.096431,-83.291874
Grace Baptist Church,Livonia,MI,48154,42.394016,-83.373729
Anchor Baptist Church,,MI,71925,-11.622202,-46.828044
Romans Road Baptist Church,,MI,53500,-11.622219,-46.828037
Lighthouse Baptist Church,Ludington,MI,49431,43.955541,-86.447742
Emmanuel Baptist Church,Sandusky,MI,48471,43.420299,-82.829657
Waltham General Baptist Church,Warren,MI,48089,42.466638,-82.999465
Prairie Baptist Church,Scotts,MI,49088,42.195878,-85.413052
Pigeon River Baptist Church,,MI,49795,45.14279,-84.660309
Springwells Avenue Baptist Church,Detroit,MI,48209,42.311275,-83.118979
Rogers City Baptist Church,Rogers City,MI,49779,45.421391,-83.818185
Reese Baptist Church,,MI,48757,43.450579,-83.696353
Calvary Baptist Church,South Range,MI,49963,47.069928,-88.643181
Fifteen Mile Road Baptist Church,Sterling Heights,MI,48310,42.563756,-83.069494
Temple Baptist Church,Kalamazoo,MI,49004,42.328699,-85.556084
Maranatha Baptist Church,Clarkston,MI,48348,42.777579,-83.372907
Maranatha Baptist Church,Mt Pleasant,MI,48858,43.597646,-84.76685
Tri-Lakes Baptist Church,Brighton,MI,48116,42.520847,-83.766122
Trinity Baptist Church,Farwell,MI,48622,43.835025,-84.866967
Westview Baptist Church,Warren,MI,48091,42.465036,-83.05977
Lakecrest Baptist Church,Waterford,MI,48327,42.641402,-83.409276
Union Lake Baptist Church,Commerce,MI,48382,42.591143,-83.490772
United Baptist Church,Garden City,MI,48135,42.325593,-83.331042
Grace Baptist Church,Birmingham,MI,48009,42.546701,-83.211319
Faith Baptist Church,Adrian,MI,49221,41.897515,-84.037305
First Baptist Church,,MI,49770,45.373343,-84.95533
Cathro Community Baptist Church,Alpena,MI,49707,45.061679,-83.432753
Victory Baptist Church,Battle Creek,MI,49014,42.307837,-85.158257
Bethel Baptist Church,Battle Creek,MI,49037,42.338445,-85.218561
Lighthouse Baptist Church,Bear Lake,MI,49614,44.420835,-86.148143
Ashley Baptist Church,Belding,MI,48809,43.09781,-85.228906
Berean Baptist Church,Belleville,MI,48111,42.204841,-83.485211
Flint Baptist Temple,Burton,MI,48529,42.971583,-83.675959
Antrim Baptist Church,Byron,MI,48418,42.822809,-83.944403
Woodward Baptist Church,Byron Center,MI,49315,42.812251,-85.722806
Fellowship Baptist Church,Canton,OH,44706,40.785766,-81.402945
Carleton Community Baptist Church,Carleton,MI,48117,42.05921,-83.390766
North Chester Baptist Church,Casnovia,MI,49318,43.234183,-85.790553
Needmore Baptist Church,Charlotte,MI,48813,42.563737,-84.835579
Faith Baptist Church,Chelsea,MI,48118,42.318016,-84.020224
Dixie Baptist Church,Clarkston,MI,48348,42.777579,-83.372907
Green Meadow Bible Baptist Church,,MI,49048,42.30306,-85.54783
Calvary Road Baptist Church,Charter Township of Clinton,MI,48036,42.586979,-82.919921
Bethany Baptist Church,Charter Township of Clinton,MI,48035,42.557877,-82.897778
Landmark Baptist Church,Clio,MI,48420,43.177422,-83.73469
First Baptist Church,Coldwater,MI,49036,41.940326,-85.000522
Columbus Baptist Church,Columbus,MI,48063,42.882252,-82.662421
Bible Baptist Church,Constantine,MI,49042,41.84116,-85.668603
Dansville Baptist Church,Dansville,MI,48819,42.555869,-84.303301
Community Baptist Church,Davison,MI,48423,43.034687,-83.518016
Silvery Lane Baptist Church,Dearborn Heights,MI,48127,42.336982,-83.273263
Heritage Baptist Church,Monroe,MI,48161,41.89612,-83.432729
Peace Baptist Church,Detroit,MI,48212,42.392815,-83.049644
True Light Baptist Church,Saint Clair Shores,MI,48080,42.461649,-82.902258
Open Door Baptist Church,Detroit,MI,48210,42.335088,-83.138051
Victory Baptist Church,,MI,49680,44.641394,-85.279779
Ecorse Baptist Temple,Ecorse,MI,48229,42.244483,-83.145757
First Baptist Church,Farmington,MI,48335,42.469062,-83.402845
Twin Cities Baptist Church,Flint,MI,48507,42.984007,-83.690228
Fostoria Baptist Church,Fostoria,MI,48435,43.253359,-83.371895
Mason Road Baptist Church,Fowlerville,MI,48836,42.660589,-84.073014
Bridgeton Baptist Church,Fremont,MI,49412,43.467517,-85.942001
Calvary Baptist Church,Gaines,MI,48436,42.87253,-83.914125
First Baptist Church,Garden City,MI,48135,42.325593,-83.331042
Lott Baptist Church,Glennie,MI,48737,44.56057,-83.725816
Calvary Baptist Church,,MI,49055,42.360869,-85.879464
Bethany Baptist Church,Grand Blanc,MI,48439,42.927528,-83.629952
Lakeshore Baptist Church,Grand Haven,MI,49417,43.063073,-86.228386
Wealthy Park Baptist Church,Grand Rapids,MI,49503,42.963241,-85.667864
Calvary Baptist Church,Grand Rapids,MI,49508,42.874769,-85.626098
Grandville Baptist Church,Grandville,MI,49418,42.909598,-85.763096
Harvest Baptist Church,Grant,MI,49327,43.336132,-85.810882
Calvary Baptist Church,Grayling,MI,49738,44.661517,-84.714637
Liberty Baptist Church,Greenville,MI,48838,43.177531,-85.252799
Hadley Baptist Church,,MI,48440,42.955029,-83.404104
First Baptist Church,,MI,48625,44.019219,-84.799787
Faith Baptist Church,,MN,32341,32.513358,-93.755087
Higgins Lake Baptist Church,Roscommon,MI,48653,44.49835,-84.591968
Highland Hills Baptist Church,Grand Rapids,MI,49504,42.976652,-85.693513
Rose Park Baptist Church,Holland,MI,49424,42.820814,-86.117114
Hope Baptist Church,Hope,MI,48628,43.764066,-84.338537
Faith Baptist Church,Kentwood,MI,49508,42.874769,-85.626098
Trinity Baptist Church,Imlay City,MI,48444,43.02475,-83.077715
Crossroads Baptist Church,Imlay City,MI,48444,43.02475,-83.077715
Vandercook Baptist Church,Jackson,MI,49203,42.241647,-84.425589
Fellowship Baptist Church,Clarklake,MI,49234,42.121429,-84.344951
Cascades Church,Jackson,MI,49203,42.241647,-84.425589
Grand Rapids Baptist Church,Grand Rapids,MI,49508,42.874769,-85.626098
Wadhams Baptist Church,,MI,48074,42.913919,-82.603809
Family Baptist Church,Kingsford,MI,49802,45.794956,-88.072071
Fundamental Baptist Church,Kinross,MI,49752,46.280811,-84.524662
Millett Bible Baptist Church,Lansing,MI,48917,42.740918,-84.640781
Grace Baptist Church,Lapeer,MI,48446,43.051416,-83.318834
Lighthouse Baptist Church,Lincoln Park,MI,48146,42.250594,-83.178536
Temple Baptist Church,Lincoln Park,MI,48146,42.250594,-83.178536
Galilean Baptist Church,Livonia,MI,48152,42.426257,-83.358972
Mancelona Baptist Church,Mancelona,MI,49659,44.902229,-85.060885
First Baptist Church,Manistique,MI,49854,45.95779,-86.246419
West Rome Baptist Church,Manitou Beach,MI,49253,41.969768,-84.308279
Manitou Road Baptist Church,Manitou Beach,MI,49253,41.969768,-84.308279
Melvin Baptist Church,Melvin,MI,48454,43.186415,-82.8616
Milan Baptist Church,,MI,48160,42.084862,-83.683028
Ocqueoc Baptist Church,Millersburg,MI,49759,45.334456,-84.06084
Bethany Bible Church,Morrice,MI,48857,42.838643,-84.1783
Central Baptist Church,Mount Pleasant,MI,48858,43.597646,-84.76685
Jeruel Baptist Church,,,11400,-34.885595,-56.117912
Black Lake Baptist Church,Norton Shores,MI,49444,43.202763,-86.219482
First Baptist Church,Napoleon,MI,49261,42.159596,-84.246621
Nashville Baptist Church,Nashville,MI,49073,42.602814,-85.093054
Bible Baptist Church,New Buffalo,MI,49117,41.78859,-86.756698
Bills Lake Baptist Church,Newaygo,MI,49337,43.419743,-85.800051
Emmanuel Baptist Bible Church,Niles,MI,49120,41.829769,-86.254177
Calvary Baptist Church,Ovid,MI,48866,43.00584,-84.37147
Bible Baptist Church,Oxford,MI,48371,42.824752,-83.264662
Parma Baptist Church,Parma,MI,49269,42.258371,-84.599689
Orangeville Baptist Church,Plainwell,MI,49080,42.440036,-85.648904
South Canyon Baptist Church,Rapid City,SD,57702,44.069755,-103.28573
First Baptist Church,Reed City,MI,49677,43.875017,-85.51005
Grace Baptist Church,River Rouge,MI,48218,42.272926,-83.135289
Vision Baptist Church,Rochester Hills,MI,48309,42.669494,-83.185138
Woodside Baptist Church,Rockwood,MI,48173,42.070877,-83.246596
Ambassador Baptist Church,Royal Oak,MI,48073,42.520772,-83.162988
Community Baptist Church,Saginaw,MI,48609,43.41758,-84.074929
Heritage Baptist Church,,MI,48439,42.927528,-83.629952
Friendship Baptist Church,Lincoln Park,MI,48146,42.250594,-83.178536
Heritage Baptist Church,Sterling Heights,MI,48312,42.580312,-83.030203
Zion Baptist Church,Taylor,MI,48180,42.240872,-83.269651
Taylor Center Baptist Church,Taylor,MI,48180,42.240872,-83.269651
Canaan Baptist Church,Taylor,MI,48180,42.240872,-83.269651
Beacon Baptist Church,Taylor,MI,48180,42.240872,-83.269651
Temple Baptist Church,Three Rivers,MI,49093,41.944272,-85.634622
First Baptist Church,Trenton,MI,48183,42.140655,-83.180054
First Baptist Church,Troy,MI,48083,42.558446,-83.112985
Bible Baptist Church,Shelby Township,MI,48317,42.626145,-83.033538
Community Baptist Church,Vicksburg,MI,49097,42.120046,-85.532775
Twelve-Ryan Baptist Church,Warren,MI,48092,42.509977,-83.066552
First Baptist Church,Washington,MI,48094,42.724476,-83.036042
Grace Baptist Church,Waterford,MI,48327,42.641402,-83.409276
Wayland Baptist Church,Wayland,MI,49348,42.674532,-85.645766
Joy Baptist Church,Westland,MI,48185,42.323806,-83.400532
Bay Area Baptist Church,Williamsburg,MI,49690,44.773614,-85.403956
Willis Baptist Church,Willis,MI,48191,42.158374,-83.557992
First Baptist Church,Wixom,MI,48393,42.524773,-83.536334
Grace Missionary Baptist Church,Wyandotte,MI,48192,42.200409,-83.150644
Oriole Park Baptist Church,Wyoming,MI,49509,42.911957,-85.691962
South Side Baptist Tabernacle,Ypsilanti,MI,48197,42.241056,-83.613055
Calvary Baptist Church,Ypsilanti,MI,48198,42.242347,-83.584411
Harvest Baptist Church,Natrona Heights,PA,15065,40.623241,-79.729729
Granite City Baptist Church,,MN,56303,45.561608,-94.1642
Berean Baptist Church,,MN,24995,38.6866683,-8.726333
Walworth Baptist Church,Ulen,MN,56585,47.07885,-96.258949
Fairmont Baptist Church,Fairmont,MN,56031,43.652178,-94.461083
Chisago Lakes Baptist Church,Chisago City,MN,55013,45.373576,-92.889938
Victory Baptist Church,Rochester,MN,55904,44.023439,-92.463018
Faith Baptist Church,Minneapolis,MN,55412,45.019945,-93.300548
Grace Baptist Church,Mankato,MN,56001,44.176618,-93.947372
Immanuel Baptist Church,,MN,56183,44.040563,-95.43453
First Baptist Church,Baxter,MN,56425,46.343301,-94.286666
First Baptist Church,Granite Falls,MN,56241,44.809958,-95.545575
Calvary Baptist Church,Sleepy Eye,MN,56085,44.297169,-94.724204
Prior Lake Baptist Church,Prior Lake,MN,55372,44.713327,-93.422687
Woodcrest Baptist Church,Fridley,MN,55432,45.092229,-93.251979
Lakeside Baptist Church,Backus,MN,56435,46.820237,-94.516388
Berean Baptist Church,Brooklyn Park,MN,55445,45.105233,-93.366578
West River Road Baptist Church,,MN,55444,45.104368,-93.306316
Calvary Baptist Church,Cambridge,MN,55008,45.572741,-93.224392
First Baptist Church,Cannon Falls,MN,55009,44.506845,-92.906218
Blessed Hope Baptist Church,Coon Rapids,MN,55448,45.186864,-93.298362
Lighthouse Baptist Church,Cottage Grove,MN,55016,44.827745,-92.943822
Deerwood Baptist Church,Deerwood,MN,56444,46.473573,-93.89887
Northstar Baptist Church,Duluth,MN,55811,46.814695,-92.110804
Radisson Road Baptist Church,Ham Lake,MN,55304,45.233299,-93.291341
Faith Baptist Church,Hermantown,MN,55811,46.814695,-92.110804
Sand Creek Baptist Church,Jordan,MN,55352,44.666315,-93.626192
First Baptist Church,Little Falls,MN,56345,45.976355,-94.362502
Bryant Avenue Baptist Church,Minneapolis,MN,55419,44.908469,-93.286596
Brookdale Baptist Church,Moorhead,MN,56560,46.873908,-96.753867
Oakland Baptist Church,Oakland,MN,56007,43.648013,-93.368266
Grace Baptist Church,Owatonna,MN,55060,44.083994,-93.226108
Grace Baptist Church,City,MN,55063,45.826067,-92.968542
Cornerstone Baptist Church,Pine Island,MN,55963,44.203396,-92.646116
Independent Baptist Church,Ramsey,MN,55303,45.197743,-93.387176
New Testament Baptist Church,Rochester,MN,55904,44.023439,-92.463018
First Baptist Church,Saint Francis,MN,55070,45.386428,-93.359708
Riverview Baptist Church,West St Paul,MN,55118,44.908053,-93.085929
Southside Baptist Church,Sunfish Lake,MN,55077,44.862235,-93.074916
Cornerstone Baptist Church,,MN,56201,45.121949,-95.043537
Grace Baptist Church,,MN,56201,45.121949,-95.043537
Worthington Baptist Temple,Worthington,MN,56187,43.620506,-95.595643
Maranatha Baptist Church,Troy,MO,63379,38.979492,-90.980695
Bible Baptist Church,Cassville,MO,65625,36.677011,-93.868811
Bethany Baptist Church,Ava,MO,65608,36.951924,-92.66001
Bible Baptist Church,Cuba,MO,65453,38.063021,-91.403247
Walnut Grove Baptist Church,View Dr  Walnut Grove,MO,65770,37.411156,-93.549645
Park Baptist Church,,MO,64628,39.784469,-93.073535
Bible Baptist Church,Maplewood,MO,63143,38.614168,-90.316164
Faith Baptist Church,Kirksville,MO,63501,40.194885,-92.583394
Faith Baptist Church,Joplin,MO,64804,37.064969,-94.51007
Community Baptist Church,,MO,15905,50.11423755,14.45039785
Beacon Baptist Church,De Soto,MO,63020,38.139498,-90.555126
Deaf Liberty Baptist Church,Overland Park,KS,66204,38.989449,-94.681946
First Baptist Church of St. Louis,Saint Louis,MO,63106,38.642534,-90.211203
Faith Baptist Church,Bridgeton,MO,63044,38.756606,-90.42352
Faith Baptist Church,Spokane  Spokane,MO,65754,36.86534,-93.29326
Fellowship Baptist Church,Linton,IN,47441,39.034767,-87.165846
First Baptist Church,Independence,MO,64050,39.092479,-94.413792
Faith Baptist Church,Lees Summit,MO,64063,38.910716,-94.38213
Faith Baptist Church,Eldon,MO,65026,38.349446,-92.580524
Heartland Baptist Church,Saint Louis,MO,63129,38.469638,-90.320361
Faith Baptist Church,,MO,64014,39.018693,-94.2608
First Baptist Church,Wayland,MO,63472,40.394487,-91.583215
Fellowship Baptist Church,Independence,MO,64055,39.050171,-94.399418
