name,city,state,attend,denom,lat,lon
Christian Life Assembly,Camp Hill, PA,2900,AG,40.239812,-76.919974
Bright Hope Baptist Church,Philadelphia, PA,2000,BAPT,39.952724,-75.163526
Dove Christian Fellowship Church,Ephrata, PA,2000,UNK,40.179911,-76.178924
Parker Hill Community Church,Scranton, PA,1950,NONDENOM,41.408687,-75.662129
West Shore Evangelical Free Church,Mechanicsburg, PA,2500,EF,40.210197,-77.004728
Calvary Church,Lancaster, PA,2500,NONDENOM,40.03813,-76.305669
Pocono Community Church,Mount Pocono, PA,2000,AG,41.122099,-75.3647
Enon Tabernacle Baptist Church,Philadelphia, PA,4150,BAPT,39.952724,-75.163526
Pocono Community Church,Tobyhanna, PA,1855,AG,41.177032,-75.417962
LCBC Lives Changed By Christ,Manheim, PA,13854,NONDENOM,40.163736,-76.395243
Christian Life Center,Bensalem, PA,1900,AG,40.104555,-74.951279
Covenant Church of Pittsburgh,Pittsburgh, PA,2000,NONDENOM,40.441694,-79.990086
Glad Tidings Church,Reading, PA,2689,AG,40.335345,-75.92795
The Bible Chapel,McMurray, PA,2500,UNK,40.279005,-80.083861
Church of the Saviour,Wayne, PA,2000,UNK,40.044015,-75.387862
Mount Ararat Baptist Church,Pittsburgh, PA,4800,BAPT,40.441694,-79.990086
Deliverance Evangelistic Church,Philadelphia, PA,4000,EVAN,39.952724,-75.163526
Sharon Baptist Church,Philadelphia, PA,5000,SBC,39.952724,-75.163526
Allegheny Center Alliance Church,Pittsburgh, PA,2700,CMA,40.441694,-79.990086
The Greater White Rock Baptist Church,Philadelphia, PA,3000,BAPT,39.952724,-75.163526
Calvary Fellowship Church,Downingtown, PA,2000,NONDENOM,40.006496,-75.703274
Worship Center,Lancaster, PA,2500,NONDENOM,40.03813,-76.305669
Living Word Community Church,York, PA,2500,NONDENOM,39.962398,-76.727392
Christian Stronghold Baptist Church,Philadelphia, PA,2500,BAPT,39.952724,-75.163526
Calvary Church,Souderton, PA,2100,NONDENOM,40.311771,-75.325176
Greater Shiloh Church,Easton, PA,2300,BAPT,40.691608,-75.209987
Lifechurch,Allentown, PA,2000,NONDENOM,40.602206,-75.471279
Evangelical Free Church of Hershey,Hummelstown, PA,2000,EF,40.265368,-76.708303
North Way Christian Community,Wexford, PA,3000,UNK,40.626456,-80.055891
Eglise Nouvelle Vie,Longueuil, PQ,3600,NONDENOM,43.9016229,-78.9501414
Brushy Creek Baptist Church,Taylors, SC,2000,SBC,34.920395,-82.296227
West End Baptist Church,Rock Hill, SC,2000,BAPT,34.924867,-81.025078
Southside Fellowship,Greenville, SC,2000,NONDENOM,34.851354,-82.398488
Lexington Baptist Church,Lexington, SC,1800,SBC,33.980449,-81.237417
Brookwood Church,Simpsonville, SC,6103,SBC,34.737064,-82.254283
Freedom Temple Ministries,Rockhill, SC,2200,NONDENOM,39.085565,-94.585879
Northside Baptist Church,West Columbia, SC,2000,SBC,33.993487,-81.073983
Faith Assembly of God,Summerville, SC,2305,AG,33.01867,-80.17627
Redemption,Greenville, SC,10550,NONDENOM,34.851354,-82.398488
Shandon Baptist Church,Columbia, SC,2500,SBC,34.000749,-81.034331
First Baptist Church Simpsonville,Simpsonville, SC,2081,SBC,34.737064,-82.254283
Rock Springs Baptist Church,Easley, SC,2500,SBC,34.826928,-82.581705
Praise Cathedral Church of God,Greer, SC,2000,COG,34.938136,-82.227212
Marathon Church,Greenville, SC,2500,BAPT,34.851354,-82.398488
Church of the Holy Cross,Sullivan's Island, SC,1800,EPIS,32.764276,-79.835932
Brookland Baptist Church,West Columbia, SC,8075,BAPT,33.993487,-81.073983
Seacoast Church,Mount Pleasant, SC,12000,NONDENOM,32.794065,-79.862585
First Baptist Church,Columbia, SC,3500,SBC,34.000749,-81.034331
Taylors First Baptist Church,Taylors, SC,2300,SBC,34.920395,-82.296227
Grace Church,Greenville, SC,4000,NONDENOM,34.851354,-82.398488
First Baptist North Spartanburg,Spartanburg, SC,2600,SBC,34.949801,-81.932016
NewSpring Church,Anderson, SC,23055,BAPT,34.50686,-82.650626
First Baptist Church,Spartanburg, SC,3200,SBC,34.949801,-81.932016
Riverbend Baptist Church,North Charleston, SC,3500,SBC,32.85462,-79.97481
Barefoot Church,North Myrtle Beach, SC,2000,UNK,33.827841,-78.680032
Bible Way Church of Atlas Road,Columbia, SC,7000,NONDENOM,34.000749,-81.034331
East Cooper Baptist Church,Mount Pleasant, SC,2166,SBC,32.794065,-79.862585
Cedar Creek Church,Aiken, SC,3000,NONDENOM,33.559859,-81.721952
Word of God Church and Ministries,Columbia, SC,2200,NONDENOM,34.000749,-81.034331
Grace Cathedral Ministries,Greenville, SC,2000,UNK,34.851354,-82.398488
Transformation Church,Indian Land, SC,2500,NONDENOM,34.996647,-80.88495
Cornerstone Community Church,Orangeburg, SC,2000,UNK,33.49182,-80.855648
Cathedral of Praise,Charleston, SC,2700,NONDENOM,32.787601,-79.940273
Morningstar Fellowship Church,Fort Mill, SC,2500,NONDENOM,35.00737,-80.945076
Community Bible Church,Beaufort, SC,2000,NONDENOM,32.431581,-80.669829
Celebrate Church,Sioux Falls, SD,3500,UNK,43.546059,-96.731393
Fellowship Bible Church Nashville,Brentwood, TN,2400,NONDENOM,36.032569,-86.782524
Grace Baptist Church,Knoxville, TN,2783,SBC,35.960395,-83.921026
World Overcomers Outreach Ministries Church,Memphis, TN,3000,NONDENOM,35.149022,-90.051629
New Direction Christian Church,Memphis, TN,10948,CHRISTIAN,35.149022,-90.051629
Second Presbyterian Church,Memphis, TN,3600,PCA,35.149022,-90.051629
New Vision Baptist Church,Murfreesboro, TN,2150,SBC,35.84604,-86.39211
Grace Chapel,Franklin, TN,3500,CAL,35.925206,-86.868942
Abba's House/Central Baptist,Hixson, TN,1750,SBC,35.155014,-85.22835
Fellowship Bible Church,Jackson, TN,3750,UNK,35.614445,-88.817742
Christ Presbyterian Church,Nashville, TN,2000,PCA,36.162277,-86.774298
Grace Community Church,Clarksville, TN,2150,UNK,36.527761,-87.35887
Brentwood United Methodist Church,Brentwood, TN,2484,UMC,36.032569,-86.782524
Brentwood Baptist Church,Brentwood, TN,5637,SBC,36.032569,-86.782524
Faith Baptist,Bartlett, TN,2500,SBC,35.204533,-89.873975
First Baptist Concord,Knoxville, TN,2860,SBC,35.960395,-83.921026
Sevier Heights Baptist Church,Knoxville, TN,3000,SBC,35.960395,-83.921026
Fellowship Evangelical Free Church,Knoxville, TN,2600,EF,35.960395,-83.921026
Life Church of Memphis,Cordova, TN,3000,NONDENOM,35.155645,-89.776196
First Baptist Church,Hendersonville, TN,2653,SBC,36.304918,-86.621443
First Baptist Church,Clarksville, TN,2500,SBC,36.527761,-87.35887
Cornerstone Assembly of God,Madison, TN,4024,AG,36.256165,-86.713886
The People's Church,Franklin, TN,2901,SBC,35.925206,-86.868942
First Baptist Cleveland,Cleveland, TN,2400,SBC,35.159518,-84.876612
Silverdale Baptist Church,Chattanooga, TN,3800,SBC,35.045722,-85.309488
Faith Promise Church,Knoxville, TN,4300,NONDENOM,35.960395,-83.921026
North Boulevard Church of Christ,Murfreesboro, TN,1800,COC,35.84604,-86.39211
St. Stephen Baptist Church,Memphis, TN,2000,BAPT,35.149022,-90.051629
Central Church,Collierville, TN,2500,NONDENOM,35.042036,-89.664527
The Life Church,Memphis, TN,3400,NONDENOM,35.149022,-90.051629
Dallas Bay Baptist Church,Hixson, TN,2500,SBC,35.155014,-85.22835
Ethos Church,Nasvhille, TN,2800,NONDENOM,36.162277,-86.774298
Germantown Baptist Church,Germantown, TN,2000,SBC,35.086758,-89.810086
Christ Church,Nashville, TN,4500,NONDENOM,36.162277,-86.774298
Bellevue Baptist Church,Cordova, TN,6806,SBC,35.155645,-89.776196
New Creation Church,Shelbyville, TN,2500,NONDENOM,35.483406,-86.460272
Bethel World Outreach Center,Brentwood, TN,3500,NONDENOM,36.032569,-86.782524
Mount Vernon Baptist Church,Memphis, TN,3000,BAPT,35.149022,-90.051629
First Baptist Church,Sevierville, TN,2200,SBC,35.868146,-83.561835
Mount Zion Baptist Church,Nashville, TN,10000,BAPT,36.162277,-86.774298
Englewood Baptist Church,Jackson, TN,2500,SBC,35.614445,-88.817742
Hope Presbyterian Church,Cordova, TN,6978,EPC,35.155645,-89.776196
Cokesbury United Methodist Church,Knoxville, TN,2806,UMC,35.960395,-83.921026
Madison Church of Christ,Madison, TN,2150,COC,36.256165,-86.713886
The Fellowship at Two Rivers,Nashville, TN,2000,BAPT,36.162277,-86.774298
First Baptist Church,Millington, TN,2500,SBC,35.341475,-89.897308
Forest Hills Baptist Church,Nashville, TN,2000,SBC,36.162277,-86.774298
Collegedale Church,Collegedale, TN,2800,SDA,35.05313,-85.050228
Cross Point Church,Nashville, TN,5027,NONDENOM,36.162277,-86.774298
Belmont Church,Nashville, TN,2000,NONDENOM,36.162277,-86.774298
Park West Church,Knoxville, TN,2000,COG,35.960395,-83.921026
Woodmont Hills Church of Christ,Nashville, TN,1900,COC,36.162277,-86.774298
World Outreach Church,Murfreesboro, TN,7926,NONDENOM,35.84604,-86.39211
Ridgedale Baptist Church,Chattanooga, TN,2500,BAPT,35.045722,-85.309488
Cummings Street Missionary Baptist,Memphis, TN,3000,BAPT,35.149022,-90.051629
Long Hollow Baptist Church,Hendersonville, TN,7154,SBC,36.304918,-86.621443
Grace Fellowship Church,Johnson City, TN,2000,NONDENOM,36.31344,-82.353473
LifePoint Church,Smyrna, TN,3100,BAPT,35.98246,-86.519949
Temple of Deliverance,Memphis, TN,10000,COGIC,35.149022,-90.051629
Iglesia de Dios Hispana de Nashville,Nashville, TN,2000,PENT,36.162277,-86.774298
New Salem Missionary Baptist Church,Memphis, TN,3100,MISSBAPT,35.149022,-90.051629
Kirby Woods Baptist Church,Memphis, TN,1800,SBC,35.149022,-90.051629
Golden Gate Cathedral,Memphis, TN,4500,NONDENOM,35.149022,-90.051629
Brainerd Baptist Church,Chattanooga, TN,2000,BAPT,35.045722,-85.309488
Central Baptist Bearden,Knoxville, TN,2000,SBC,35.960395,-83.921026
Bayside Baptist Church,Harrison, TN,1300,SBC,35.113684,-85.138009
Lake Providence Missionary Baptist Church,Nashville, TN,2200,MISSBAPT,36.162277,-86.774298
Cedar Springs Presbyterian Church,Knoxville, TN,2700,EPC,35.960395,-83.921026
Trinity Fellowship Church,Amarillo, TX,3500,NONDENOM,35.207219,-101.833825
New Faith Church,Houston, TX,2500,SBC,29.758938,-95.367697
Elevate Life Church,Frisco, TX,4000,NONDENOM,33.150674,-96.823612
The Foundry United Methodist Church,Houston, TX,1800,UMC,29.758938,-95.367697
High Pointe Baptist Church,Austin, TX,2219,SBC,30.271129,-97.7437
Austin Christian Fellowship,Austin, TX,1800,NONDENOM,30.271129,-97.7437
First United Methodist Church Richardson,Richardson, TX,2183,UMC,32.948179,-96.729721
Bear Creek Baptist Church,Katy, TX,3098,SBC,29.785785,-95.824396
Pilgrim Rest Missionary Baptist Church,Dallas, TX,2500,BAPT,32.776272,-96.796856
DFW New Beginnings Church,Irving, TX,3000,NONDENOM,32.829518,-96.944218
Summit Christian Center,San Antonio, TX,2834,NONDENOM,29.4246,-98.495141
Fallbrook Church,Houston, TX,4000,UNK,29.758938,-95.367697
Abundant Life Church of God,San Antonio, TX,2000,COG,29.4246,-98.495141
First United Methodist Church,Mansfield, TX,2039,UMC,32.563192,-97.141677
Bandera Road Community Church,San Antonio, TX,4950,NONDENOM,29.4246,-98.495141
Antioch Fellowship Missionary Baptist Church,Dallas, TX,2000,MISSBAPT,32.776272,-96.796856
The Oaks Fellowship,Red Oak, TX,2700,AG,32.525851,-96.809011
Cornerstone Church,San Antonio, TX,17000,NONDENOM,29.4246,-98.495141
Place for Life,San Antonio, TX,3000,NONDENOM,29.4246,-98.495141
Brentwood Baptist Church,Houston, TX,3000,SBC,29.758938,-95.367697
Stonebriar Community Church,Frisco, TX,4500,NONDENOM,33.150674,-96.823612
Greater Mount Zion Baptist Church,Austin, TX,1800,BAPT,30.271129,-97.7437
Shoreline Christian Center,Austin, TX,5000,NONDENOM,30.271129,-97.7437
Christ Fellowship,McKinney, TX,2100,NONDENOM,33.19765,-96.615447
Woodlands Church,The Woodlands, TX,18385,SBC,30.173419,-95.504686
Christ Church Plano,Plano, TX,2500,ANGLICAN,33.013676,-96.69251
Life Tabernacle,Houston, TX,3000,UNK,29.758938,-95.367697
Grace Outreach Center,Plano, TX,4300,NONDENOM,33.013676,-96.69251
Watermark Community Church,Dallas, TX,8876,NONDENOM,32.776272,-96.796856
First Baptist Church McKinney,McKinney, TX,2301,SBC,33.19765,-96.615447
The Hills Church of Christ,North Richland Hills, TX,4500,COC,32.834295,-97.228903
Covenant Church,Carrollton, TX,11000,NONDENOM,32.953735,-96.890282
New Light Christian Center Church,Houston, TX,13500,UNK,29.758938,-95.367697
Gateway Church,Southlake, TX,28000,NONDENOM,32.941236,-97.134178
Fielder Road Baptist Church,Arlington, TX,2001,SBC,32.735582,-97.107119
Longview Baptist Temple,Longview, TX,2500,BAPT,32.500703,-94.74049
Faithbridge Church,Spring, TX,2200,UMC,30.079883,-95.417255
First Baptist Church Euless,Euless, TX,2435,SBC,32.837073,-97.081954
Denton Bible Church,Denton, TX,5000,NONDENOM,33.215039,-97.133052
Southwest Community Church,Houston, TX,3400,SBC,29.758938,-95.367697
Columbus Avenue Baptist Church,Waco, TX,2500,SBC,31.549333,-97.14667
Champion Forest Baptist Church,Houston, TX,8000,SBC,29.758938,-95.367697
White's Chapel United Methodist Church,Southlake, TX,6149,UMC,32.941236,-97.134178
First Baptist Church of Lubbock,Lubbock, TX,2000,SBC,33.563521,-101.879336
Chapelwood United Methodist Church,Houston, TX,2253,UMC,29.758938,-95.367697
The Austin Stone Community Church,Austin, TX,7428,SBC,30.271129,-97.7437
First Baptist Church,Belton, TX,2000,SBC,31.056013,-97.464453
Green Acres Baptist Church,Tyler, TX,4537,SBC,32.35126,-95.301062
Community Bible Church,San Antonio, TX,14031,NONDENOM,29.4246,-98.495141
Trinity Church,Cedar Hill, TX,2600,AG,32.588807,-96.955368
Lake Arlington Baptist Church,Arlington, TX,2000,SBC,32.735582,-97.107119
Cross Timbers Community Church,Argyle, TX,4600,NONDENOM,33.121232,-97.183348
Wheeler Avenue Baptist Church,Houston, TX,6000,NBC,29.758938,-95.367697
First Baptist Church,Dallas, TX,2632,SBC,32.776272,-96.796856
Calvary Church,Irving, TX,4500,AG,32.829518,-96.944218
Christian Chapel Temple of Faith,Dallas, TX,3500,CME,32.776272,-96.796856
Lakewood Church,Houston, TX,43500,NONDENOM,29.758938,-95.367697
Greater Saint Matthew Church,Houston, TX,3400,SBC,29.758938,-95.367697
Kingsland Baptist Church,Katy, TX,2800,SBC,29.785785,-95.824396
Sunnyvale First Baptist Church,Sunnyvale, TX,2400,SBC,32.796517,-96.560824
Harvest Time Church,Houston, TX,2000,NONDENOM,29.758938,-95.367697
First Baptist Church of Richardson,Richardson, TX,2400,SBC,32.948179,-96.729721
Christian Tabernacle,Houston, TX,4000,UNK,29.758938,-95.367697
Abundant Life Christian Center,La Marque, TX,3000,NONDENOM,29.368567,-94.971313
Clear Creek Community Church,League City, TX,5000,SBC,29.507454,-95.09493
Stonegate Fellowship,Midland, TX,4000,UNK,31.997366,-102.077948
High Point Church,Arlington, TX,6000,NONDENOM,32.735582,-97.107119
Great Commission Baptist Church,Fort Worth, TX,2000,SBC,32.753177,-97.332746
Saint Martin's Episcopal Church,Houston, TX,4000,EPIS,29.758938,-95.367697
Grace Fellowship United Methodist Church,Katy, TX,2442,UMC,29.785785,-95.824396
The Village Church,Flower Mound, TX,10156,SBC,33.028385,-97.08672
Braeswood Assembly of God,Houston, TX,2300,AG,29.758938,-95.367697
Saint John's Downtown United Methodist Church,Houston, TX,2044,UMC,29.758938,-95.367697
Alief Baptist Church,Houston, TX,2406,SBC,29.758938,-95.367697
Prestonwood Baptist Church,Plano, TX,15815,SBC,33.013676,-96.69251
Westover Hills Assembly of God,San Antonio, TX,4314,AG,29.4246,-98.495141
Park Cities Baptist Church,Dallas, TX,2500,SBC,32.776272,-96.796856
Vino Nuevo de El Paso,El Paso, TX,4000,EVAN,31.775415,-106.464634
Lake Pointe Church,Rockwall, TX,11225,SBC,32.931234,-96.459709
Christ Chapel Bible Church,Fort Worth, TX,4500,NONDENOM,32.753177,-97.332746
Grace Bible Church,College Station, TX,2500,NONDENOM,30.595529,-96.307104
Greater Cornerstone Baptist Church,Dallas, TX,4250,SBC,32.776272,-96.796856
Iglesia Cristiana Misericordia,Laredo, TX,2400,AG,27.5237,-99.497352
Overcoming Faith Christian Center,Arlington, TX,2000,UNK,32.735582,-97.107119
Grace Christian Center,Killeen, TX,2000,NONDENOM,31.117144,-97.727796
Church at Sugar Creek,Sugar Land, TX,4500,SBC,29.619679,-95.634946
First Baptist Church Amarillo,Amarillo, TX,2050,SBC,35.207219,-101.833825
Mobberly Baptist Church,Longview, TX,2118,SBC,32.500703,-94.74049
Calvary Houston,Friendswood, TX,2000,NONDENOM,29.5294,-95.201045
First Baptist Church,Pasadena, TX,3250,SBC,29.691063,-95.209101
Austin Ridge Bible Church,Austin, TX,2600,UNK,30.271129,-97.7437
Riverbend Church,Austin, TX,4000,NONDENOM,30.271129,-97.7437
Houston's First Baptist Church,Houston, TX,6458,SBC,29.758938,-95.367697
Antioch Community Church,Waco, TX,2500,NONDENOM,31.549333,-97.14667
Concordia Lutheran Church,San Antonio, TX,3000,LUTH,29.4246,-98.495141
Bent Tree Bible Fellowship,Carrollton, TX,4500,NONDENOM,32.953735,-96.890282
Mount Sinai Missionary Baptist Church,Austin, TX,2200,BAPT,30.271129,-97.7437
Silverlake Church,Pearland, TX,2675,SBC,29.563976,-95.28643
First Evangelical Free Church,Austin, TX,2500,EF,30.271129,-97.7437
Bannockburn Baptist Church,Austin, TX,2000,BAPT,30.271129,-97.7437
Hope Fellowship,Frisco, TX,3100,AG,33.150674,-96.823612
